trader,weight,cluster
0x2cb562384765bea1612ceb60007e315f904fbe86,2.1313972885263425e-07,-1
0x2cbcfa87aa570d72ad7b376e729e167071f1cd33,2.9400313587308025e-06,-1
0x2cd9f4645b14bf968212c7c108213eaeb193946e,5.151503699064353e-06,-1
0x2ce1fbdd33020c5992021c8924134590f66a2acd,2.373843703659757e-06,-1
0x2da0b905bfa45b9ec7037a612bb8d9b76fddb8cf,1.7550315603919082e-06,-1
0x2e1aa624f04fa7ab7198c6fbfeaa42a707b42c1a,6.426407516959132e-06,-1
0x2e2dc7dd191f8aa6994368b3482a4ff9791ae2b4,5.684772883844803e-06,-1
0x2ebdee94cb5df4a8f4b5acab118f6d4e55896aed,2.686933964558935e-06,-1
0x2f47da39204b17c652b20c72569aacc7adbd719e,2.0120954173544803e-06,-1
0x2f55331b4fa24efa8fbfeafb896669c0733f827a,7.861783144191485e-07,-1
0x2f7479ad52a75eb90a9b2acfb296a39d41828c36,1.7966452051460031e-06,-1
0x2f9d7b4d0bba27aaa92173460e0520740e7d069b,9.722442204439601e-06,-1
0x2fa0b8a5dfbdbb71a7aa148d4cc45dee9ddfd3f3,5.946282967542588e-07,-1
0x3005fade4c0df5e1cd187d7062da359416f0eb8e,5.284952185782731e-06,-1
0x3093189bd4d429cb2f47d03c14b9e9200b6b9425,5.724586004422763e-07,-1
0x30bd7e66f3f70e08b31d22fb1bf01178bcd7aae6,3.619775225092853e-06,-1
0x30d06de4ecf52727b6b127640f2d0c6cbb1a466f,3.887415615522212e-05,-1
0x329f4435e0f22899b733756c71aa12c1004146b1,7.278451564000934e-07,-1
0x32d12513ab62d4dc7143a0f6cb605752ace46822,5.850727400810476e-06,-1
0x332969b2951974fea82338ae410593ecaf98a4d0,7.276684499190664e-07,-1
0x339af484e526381d68e7535ba9ebcc5f2c42165b,9.223992496216744e-07,-1
0x33c3b8bcd758f511b350374a63e1f880f40e0282,1.556904074193851e-06,-1
0x34827044cbd4b808fc1b189fce9f50e6dafae7c9,4.727319203241736e-06,-1
0x3490d181da18c9481e40d114dc20720dfd1955de,2.106178508684135e-06,-1
0x3517a48fcfad0480c7d7666d4ec54edc6d9a5559,5.673938597746762e-06,-1
0x353bd2e5da5f01707dfad0dd86907561ac66cc38,1.1495217027874458e-06,-1
0x36230634f730c256b88d238988e2e65223734f4e,1.328992427573779e-05,-1
0x365e0c115f1ca1adcb42fd21142873493df7f880,3.1057607530446346e-06,-1
0x3668811b5b0966d1891c47cac0ef8615e3381ca9,3.421259629943786e-06,-1
0x3695fb3cfabd87d3b78fa3c55ccfbfa24b34481c,1.2330184670157053e-06,-1
0x375155cebe185bec39238de94e079838c09d84f8,4.135824723393868e-07,-1
0x37c1e493c8a452ab3f5a6d01fda87795b91e7851,1.0320454657277623e-06,-1
0x37cdea0c9af695a5629a75e28a20724a98147918,2.302130100383102e-06,-1
0x37dc4d2c58c63a296f720e6ebf1419e83d74a4b3,7.845882778419671e-06,-1
0x38160dc5b34ced1307ea5703802b32ef6f70b9a7,7.224215471477623e-06,-1
0x386eb74c3b9844648b365c7c59de8104f869173b,1.3122550696982297e-06,-1
0x387c6f0718b20260dbd61d428566be5c7b2b0c19,9.8406375132868e-07,-1
0x3895d155b005191686476a39580d43258a518e46,2.1603324957305682e-05,-1
0x38ac9012a1be7bebd73d497d803f302fe274cda2,1.3570038595557747e-06,-1
0x3a1191221d6cf7584fa220378b1d911c5a051f95,7.533968535856353e-06,-1
0x3a2c2b2792ee39c0a8c412531607719435b18a32,9.05891805514419e-07,-1
0x3aec1659ddb1f2ff7b9acf786bd65fb69fd78742,1.4661638417669338e-06,-1
0x3be3a8613dc18554a73773a5bfb8e9819d360dc0,4.9716124229632056e-06,-1
0x3c0e813045a321155e9baf4d39ef35c881eced75,6.571175093336371e-07,-1
0x3c165893deaaf04ac79f4f959594747b6ef77e92,6.811284856205545e-07,-1
0x3d0a30a158a92abc41609337c2f68f04926778ca,2.2597670151047892e-06,-1
0x3dac271d1b36a434880c527a678b6487ac9c1f8c,1.1659301017032427e-06,-1
0x3e5dacb70247b57aca1d62b927c398ff05b7e570,1.432598250589365e-06,-1
0x3e6c5926f682b372c0a916a5c245ecd7ea8b9d8c,1.5053196689189602e-06,-1
0x3f3801e032d4768dcd61c48efde9c00708f60159,2.0986273895359146e-06,-1
0x406073860818ecfb7dca0706a6bac73faa95bd3e,1.4793703519675595e-06,-1
0x4073d6343f9658dfaa765a0f17fc7e23e38f7a0e,1.5251302884081163e-06,-1
0x40ba8c738819054d5d44e7fa139344d721e54e40,1.1389659498090154e-05,-1
0x40f6b6909659d3c76413e613fa8a2c5100bca864,2.339240474764396e-05,-1
0x4118cd239d853eda51ae3c6391d2b8bd076c7c6f,1.2825086190037194e-07,-1
0x42fd5648cf21c158d15e4f58785760755b3f6623,0.02838297124358834,-1
0x437854ead22fa00c7d3a8b0a42b0ce06c8ba2145,6.250941540194802e-06,-1
0x44c9c226cdfae773002b3f86d3966af3cd8f277c,4.235010100540325e-06,-1
0x44ca31a9915f7fdbeb340d04fbfe3ba64440d1c6,1.3420973368809129e-06,-1
0x44f481f406d178c278346c5f94d8ac19438f7edd,6.33756644352025e-06,-1
0x45323d50a3e1ca8fdf24df0a323fc9e38fd6b01c,8.781483243891999e-07,-1
0x454e98e79eb566e9147680d0ab92b3529165f16c,3.308164589838887e-07,-1
0x45c42fbd450b5506f8dc819d46036630fe75b81e,2.5534557477281268e-06,-1
0x4648baa72d8cfe3f31882fe52bd9fd8e6d539373,9.558247787043724e-07,-1
0x47649d96f78ea3a70db88c745913484cc558c7ae,6.832594837049184e-07,-1
0x476f75a7ddcf6ca1ed1ff6c817d7315f216ec60d,8.12850429858979e-07,-1
0x4a1b3580f7ac72bc54175f05b76092eeb7a266aa,0.0005207166660233137,-1
0x4b30f55490179e4b690bd1409e861ac9ba602391,5.262604702790987e-06,-1
0x4ba112fa04f3e360f8eb7444b776f9ebaed82fda,5.7897048806598325e-06,-1
0x4c60401b03b5b444750abb01f142e9f5c65ee7a1,5.348892971649135e-07,-1
0x4c6eacc86bd4cee8f41cf257f054ca53b2cef8b3,1.949524309208238e-06,-1
0x4ca3b77417ff7a534e951cf56e3fc353e4289b35,7.876784741180484e-07,-1
0x4cf1aa03b2ee27f922c2b089dc9f7d3a2551e717,2.500982596607583e-07,-1
0x4d272a5186de31e434d96f497c71ba20c6999614,4.1933229475002675e-06,-1
0x4dd6e1094e99459bee550d5b7f20aec4b5de7bc9,2.985008698435536e-06,-1
0x4dec0a851849056e259128464ef28ce78afa27f6,3.6750667969240757e-06,-1
0x4e5578a97662a79c07b53e3f1e4731eb9676fb57,1.3695735698397543e-06,-1
0x4ef1c5ae65ab5b37629b7aa523e7e95e7da528e3,1.0059626801368915e-06,-1
0x4fec34a3ba424b0212df81a9a8023051f67cf3f2,2.2553322183973965e-06,-1
0x500a8d2934da6f7831e3996df1c8c5a5a74c2274,3.355571013758315e-07,-1
0x503c3dbb6f21f231a33da05822229026e8a88acd,6.715221913114519e-07,-1
0x511b61c739446eb3f336e3f77d06b78d80ae748a,5.300747310487305e-07,-1
0x51447a58623311e3e6c6e767d67dc36d890ad464,8.55793040765336e-07,-1
0x5280172565587fa7a741702a72d7f748ed57e812,2.2352910835090037e-06,-1
0x5333c1d733794e02f34d5f0d88c65d03fd2e4db1,5.9420043771015634e-08,-1
0x53c1f63a8885bda1a337da715fe7262b5a04bf0d,1.0895786167990941e-06,-1
0x53c94dd4f1e2c3ea2b624d783540dd8cbb631b4d,5.012895551089624e-07,-1
0x540012097465cf0beb9113a0a28c4484d7c57bdc,2.5773560600605293e-06,-1
0x542abf2dbb1f0b526f122bc384f9438cec44e710,6.8602162963203926e-06,-1
0x559556e3bbbbfc72852ca4c5dc262fe1863f6ffe,2.6224262458818052e-06,-1
0x55d51be4b89897654a5899a41a6b8d0df01bc91e,8.183943666936014e-07,-1
0x56468ed7460c8d4d04b9d222a89e220d1f120951,3.851389301622126e-06,-1
0x565b1c32936bdaa526947178acc95c5b08cfacc4,2.0631935133081223e-06,-1
0x5690fd2f011c86c2a6de8fcde2d7d1c5e314abd3,9.564424073812498e-07,-1
0x56b9b59209486bf07efbe26bde84519b3fe6276c,2.613172233581815e-08,-1
0x56dc7459927c4b354431673054dd56734419bea7,3.6361822691461695e-06,-1
0x5799df76eaf3b7c5714f1be1d8e61c5f568dde63,5.276506141486777e-07,-1
0x58a4a1658f0eb3774ea787a8c31619ce20437929,4.75336491799906e-07,-1
0x58e4ae56be8da7e60de849e0e76f58324f443dfa,1.5025174422056208e-06,-1
0x59e3811e42b92c479ebbad05b43deb61b66ce00a,3.141155354814229e-06,-1
0x5a2ce6edcd82d9a9141bcbde7b9559f8816838ab,5.013972841846506e-07,-1
0x5a629e148f9e0a33f56ac9a7e441a70357725a27,7.487866433125526e-07,-1
0x5a8e21c3a73cc4742ecf1f422379a6fbf1992a42,9.74846754004787e-07,-1
0x5bb247495cce4a090ff1923ee9c44e28e515e8d5,7.731935065755052e-07,-1
0x5bcba84cd697ebcd2fb4c1dfc7f3fa3dae12d53d,0.0055882533387094585,-1
0x5be006222a45b583a3aa032bb28a1ea642d08595,4.0435191006096475e-06,-1
0x5c976811cf5e44294ba0f510aa670177c3750360,4.915262055499419e-07,-1
0x5c9e30def85334e587cf36eb07bdd6a72bf1452d,3.5073544013176636e-07,-1
0x5d510582063ed6c342d27d7746f551631ef68432,7.201001362147445e-07,-1
0x5e0c4ce4d138c75f649c07e1a49986149f0fc404,3.4484567163521444e-06,-1
0x5e53ce97fcd3abe46f1ab45abb3e9a9c5e19f193,4.716385619678478e-06,-1
0x6049563306af27f901c692e028e712cad8ae8a6d,7.082140412821586e-06,-1
0x60ab2f1bcedbc889cb515f12f13b91250721bca1,8.049376612614686e-07,-1
0x60fc81b4411f3299befe4b39ae8c9832271663bd,2.7521182198563896e-07,-1
0x627855d102a30bad93260dae28a0fd6225607c2b,0.00015977072693325024,-1
0x63f2b41de83229a3f44b628e11713a2a60ae6f55,1.4312532342190125e-07,-1
0x64a422cf6935b01a88e11345c8d6b0df6d25cfa2,1.21748049031099e-05,-1
0x66492b95b31cc41f1ca5b2cfd0647e1877bc0912,1.1903383348151129e-12,-1
0x667b8184fcb9e83bf3180bb42f5c67374cde679a,7.533205148699783e-07,-1
0x66d1f704749ced8c60df03cd0ccfce05c5d87fae,3.5776052607448053e-06,-1
0x66e541024ca4c50b8f6c0934b8947c487d211661,3.886136014753419e-06,-1
0x6716b42cb0731a530c8e1374453967a85fc17d44,3.214903150881381e-05,-1
0x676751fe55f734245651fb781908befff96eed8f,1.4996469854390245e-06,-1
0x676a9ecfffe15c07cd3e043172f322036a3b01d9,8.150612915963775e-07,-1
0x68d017f8c75d22af6a48aa6f2f697c658ec15599,6.037781478896052e-07,-1
0x6979dde2781dc4ec843641b10b2a2f2e0f4bda62,5.827144609362614e-07,-1
0x69f16a2a571d32265b5831318be9387f8aa894ae,1.7083770244597937e-06,-1
0x6acf5dc82237396e07d7e802bff984d8662360a1,3.358857909733246e-07,-1
0x6af6660ed5ecbfa39db3d6bf23e17bd426a183ce,1.6646996673023671e-06,-1
0x6b1193efb3b72e59156668c42d10e3cd40ae8f39,3.806677493880815e-08,-1
0x6b888b30b242e52f2a1f3243a6bd16a846be2b98,4.145309513966761e-06,-1
0x6c23f9c8d8c9dace12090af92349c7bf11d8b03b,3.9100006211716e-05,-1
0x6d6a4b953f202f8df5bed40692e7fd865318264a,6.198107394144054e-06,-1
0x6d6d7c05ef7f31b31b618400495b4ce4092a5089,6.730923521982335e-07,-1
0x6dcade414ac7baeeae0ab8a0298728e521c7ddf5,5.797056319829338e-07,-1
0x6e9989debf991affd8dfe4a73efcbfc8cb658473,3.117070571196161e-07,-1
0x6f7d75c18e8ca7f486eb4d2690abf7b329087062,3.7114590533534273e-07,-1
0x7044be555aea5bddb3b9808658500d4e0d0a6b6e,1.3713586612181252e-06,-1
0x70516b444bf37b44e8c5a2980d04506038ac51ca,1.3423700265357699e-05,-1
0x706bb519b05b7dc01d048af9a5e29d1ef5d6d9e3,2.3162463372312694e-06,-1
0x70b180035ce5982449966f539e63863fa4f23107,1.5013356980267476e-12,-1
0x71195903d21fc9c6c045e83c40b38f6cd049b388,1.4881730641791988e-06,-1
0x71f060a388589f2917df5e6b79a1e43baad1b611,1.7652958685782346e-06,-1
0x724691a0fd2d1ac28a556c97f0a2f5af21ca4ad2,8.348015652564016e-06,-1
0x728d038047fd8801305df0d94aaa5d14c235aab7,9.415546585008374e-06,-1
0x72cb918356c4f6d3f1b2e532928110ba6995f139,4.323100583697606e-06,-1
0x72db642e6c803993aef6fc17e9b159c536508bb6,4.38599646458766e-06,-1
0x732f7178048a7329cb37e251845d4d39d62ab4ae,7.967223941322951e-06,-1
0x73c0adabc111af82269ebcb4e9022b1ca3b90142,4.183914465805073e-06,-1
0x746392101b030f5303391a7dbff328e82a46f5ba,1.7896686995260876e-05,-1
0x747ccf6d082c7db449aa9db49e6001089627c27c,1.7636597601449272e-06,-1
0x7494959e4f1ade929df61abe0aacf05109ab19a2,3.0185889474464525e-06,-1
0x74c0f4b183fad91859b579df3b8524561773b69f,2.2254499488544837e-06,-1
0x74dffdad17f5343419d606985908c67d2988f87c,7.261160306522763e-06,-1
0x7520e086de340208751eaa9f8af2d2f2c43e8fd6,8.756096229090688e-07,-1
0x760ec8576c2dc5dba2655f7b948c0689b02b6cb0,8.555525130789685e-07,-1
0x7786498ffb58bedc6c392a4a40789be5c2da240d,6.008820107224878e-06,-1
0x77c1dca853d201165f6d8bbc66c7758bf620cff2,2.0934445704955954e-06,-1
0x77f12d27fe3a7eda486bf899ee274562928844da,8.456409734605716e-07,-1
0x785dc7204e2da8694c045e615562e946aadbf914,9.16459496754173e-06,-1
0x78f6c2458b53d0735208992c693bb2b2dafebb52,1.250622175532681e-06,-1
0x7a5a42bd6b1fd13368732be8a7b63e06064e0394,1.3646062885510855e-06,-1
0x7aea4799452f25d50386e81029794e0ebbb6ec06,8.107795559677561e-07,-1
0x7af0b7a51c6bbf3970a5d0c79fc958f3d5ec58b7,6.447340496006379e-07,-1
0x7bb5367d1584f3421342f22468cdde4be99ef8db,1.467976447317751e-05,-1
0x7c45b26c41c29330d042003cb312e73a3912024f,4.605306688304608e-07,-1
0x7cb240f9b12e246e727a84bfc13fee5cfe96b674,5.655658886913213e-07,-1
0x7d5c17cddaabc227c7d1a34ac7f6cdfda6985d48,1.2765270643870438e-06,-1
0x7dbf212423c43880ab46a79beb0bcee839a22ec1,7.290583111032441e-07,-1
0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,9.040939946081359e-07,-1
0x7e19c25679a5f4cc1351e80d428ebe6df929adb1,7.483286589140618e-07,-1
0x7f725a5f3e5534493cb895fdfdaed6e124c8ea82,1.4334304039832125e-06,-1
0x7f9571cc340883ff8781dca34afd8d07e3c8147c,5.838687076847907e-06,-1
0x7fad4c348250b9147db503f9aed91e2d935d96f7,6.658689787082126e-07,-1
0x7fdf3e814f84e69831111f1cfefeb0936f81bb63,2.0851729689082873e-05,-1
0x824500007d01d0dece344915d54aca3c5dff468d,6.565825137167839e-07,-1
0x83058a4f598e0d43b5e9b6b9d7bf5b58015bde00,6.6423397521906766e-06,-1
0x8341af1b5e1143d505db8d76b406a4b4a11a2ca7,3.481403538662062e-06,-1
0x8396763a743bd3840b353b4056a7c72dbdf1fb59,8.041083282031435e-07,-1
0x83dbf9f6fec1d59a2979397424be2148d9c556e2,5.223057764737918e-06,-1
0x84282a0d37c4ba71309071575d55f2bafc779c82,1.3765538157717092e-06,-1
0x8460c4b782acc844da07e169e06e9a4fb19da0f5,1.4120135232256102e-06,-1
0x8482694d9bbf434bf2801f49be04dee5bc459d07,7.203147490145621e-07,-1
0x85d5bd326078f2879891647d9c2505d3c3599022,1.2169994548614078e-06,-1
0x8652a73c8c5d7b0e2d66bf548aef0b6f11c7c1eb,5.691511084231884e-06,-1
0x87a726a806f48a435d8bf627678c85f26b46c1b6,1.3576595735576328e-06,-1
0x88812b4f3a593bcb6faee35fea189af677d6d00d,7.336972102209196e-07,-1
0x88aad701c39aa2acd2cc170bc7c90750cfd36da1,2.2901585706228135e-06,-1
0x89132efe9fa560caf50d505273502c975e4805ab,3.7031593404425974e-06,-1
0x891408d5f39590c66a6027582d36f6471e33738c,6.590039043210405e-07,-1
0x894f4bdd9c09f5748bac8c82181efbc10aab658f,5.174440388699144e-07,-1
0x89b61dba1332032926967cc935d17e4d61b88ce5,1.4033064431719432e-06,-1
0x8bcf7a888c66f635ac4a2caf42a8dd12a3b20b14,8.729255358783711e-07,-1
0x8bd095444e47297c6355738aaef9d088c144dd87,1.7568326174141698e-06,-1
0x8c4e43f8180e43a0d9996a46b980e512ca023eaa,1.2780898191724406e-06,-1
0x8c57e3c4af5b1ac13b2895db009cdd7eaccaecf1,7.289542470808477e-06,-1
0x8c7579a7da5e61278ea6a65b11b748c0cdf32811,6.971658198494247e-07,-1
0x8cfe260e9c32ea92a9b9abcfce743a07c1933498,1.9523120199090964e-07,-1
0x8d560cd078ce24220432194d3d43bb2623620c01,6.606541737611417e-07,-1
0x8dbc2ef3943cdac4df2d18f31099121d5f250282,8.425938591681795e-07,-1
0x8f5a760b77fcddd0b2adb87786510e87346345e0,2.793493953839078e-06,-1
0x8fcc8bf64de304c53a9fc4c34925bd72a6c934a0,1.260988403596562e-06,-1
0x8feb3c0e3ee18dfb4a408011510f0998ba14cbdb,2.9760174253806888e-06,-1
0x9075c8f93cd30c1015e6fbe9718f0bf2dca4e2f0,7.58682556047674e-06,-1
0x90dad6c5d04d416864c205fa961aa7d5b2d29782,6.878188157175739e-07,-1
0x91708ad3c4c8c060facf2900b508e030edc26c61,1.155903084372467e-05,-1
0x92b585bdf2d67c0fe321108b863ca4617dd39fe9,9.141447015375671e-07,-1
0x940587add074ff0c4dd973b46018af4a73a81f36,7.986689803729857e-07,-1
0x95b5653dfd12b0bc13c08297869621c9650aa6bb,7.831101607097868e-07,-1
0x95bfa1c0b133bb39364bd0f9feb8390cfb6a8af5,8.819949114379538e-07,-1
0x962068a929dee5574f32bf8bbb255a64fc925471,3.225324014854136e-06,-1
0x9690bcfc1639abff887c8fb62b48ab787b2dba3f,1.2549408865975965e-06,-1
0x97a5b11030c9da93df7ae7cbdeac024c3be3d304,6.821504511034685e-07,-1
0x9803e982c4eb6d9b9e416966814e7f9fa4363bce,2.8197556707690784e-06,-1
0x9859d1542cbe5e17f3fd30501e900a7054e293e1,1.768546585918907e-06,-1
0x996a189d8111a11e33ce2d37af415da0d608cdae,4.203253715279951e-06,-1
0x99bfe8e92dcd439ec785c8d809ee2b4c929734c3,2.739027483776562e-06,-1
0x9a377ec81c1bd51d31170bf8d7a7b6c5fbaded9b,1.0423092492559659e-06,-1
0x9ac27337bda3e211f6c7faebca314818c44d5dad,6.103898862011265e-06,-1
0x9b5b1931fa5838a891973f9877c7648c93ee80cc,5.492988677501453e-06,-1
0x9bc5cf674521a6e67f512ec1f46042d99f98e267,1.0881361911553187e-05,-1
0x9c2a2a966ed8e47f0c8b7e2ec2b91424f229f6a8,1.705078537690469e-06,-1
0x9e66cca6526806155713e412c33ee6e791f43459,1.9252096924681392e-06,-1
0x9f856f256a6f8e3210d3d00ca29671c36ff01941,0.01216052001869088,-1
0xa01763dcdf2d7e23c3832b309a67ae51b509e910,1.4850354636188529e-05,-1
0xa0d024842a0364a1b1ca0cd09b2f1235acf87879,2.302968294751928e-06,-1
0xa11f83cbb07fd0327415bd424b986132e009f643,8.876731843745905e-07,-1
0xa16991758e40c934e9e13d009a692851662ce00d,7.685684173909506e-07,-1
0xa1b6d8efbcb2fb750a84dbc05649fa4968034f04,1.4858453780669791e-05,-1
0xa231526b4905f25491d6a7577315a05f99e768b0,4.6435122914027824e-05,-1
0xa2dfdd8293df15f840267e499cb9a3c10ce5c986,8.589372976690451e-07,-1
0xa32533a01bfca623badfaba89fa28c079b8671f7,8.012687900061188e-07,-1
0xa38f19c4ccbcfd64cff676d72c436f7e6239dccf,1.0466103576422367e-06,-1
0xa4be91acc74feabab71b8878b66b8f5277212520,3.341280106774031e-07,-1
0xa5040f2091420d5b4e6457ebde207f89e5421b03,2.9710054018894325e-06,-1
0xa5367338a7ed2e1387f762aa0fac9275b917690d,2.2819973843407247e-06,-1
0xa629738ba2a95783b177764116a511de752dda43,7.304376419973719e-06,-1
0xa67ba7efa5c2bceb5239d9740a20c9eda9af7fd9,1.2712948966616725e-05,-1
0xa6bde2bb456610730be4279cb14d75635543f781,1.1865361700056663e-06,-1
0xa716706dcad2e4460a53b304d703b9a2c4450b22,5.734735905614885e-07,-1
0xa72dd12b9329e6efe095c030f361131604a79586,6.190159013596109e-06,-1
0xa7bb99a56c80276c95cbd231cc1f222c465755f9,9.280853513447596e-06,-1
0xa7c6a3c3e6239b68a40c998c958489d03e66707a,3.2459255617517663e-06,-1
0xa8525ac9faf31c382f1d4609c711dbad04640b5c,1.493655951490878e-05,-1
0xa853a60b728b8ccd5e228b7e6045b826cd6eeb0c,8.086477210649712e-07,-1
0xa880d6cc607a05ea617307ab3b0d335e8d8424ee,5.7435405435150515e-06,-1
0xa8ccdcf9a2256a23504133c8ec1b04bc12a516df,2.8248609137214625e-07,-1
0xa900092b2562235081d9a775aa2a26cd1b19c425,4.681032117703955e-06,-1
0xa949c5d04f305efe3b65e41325de07668e1a9ee3,6.313383839640859e-07,-1
0xa94aa4b150f708432d80d2db631832804734d705,7.751215103777621e-07,-1
0xaab4dfe6d735c4ac46217216fe883a39fbfe8284,2.030151229923911e-06,-1
