trader,umap1,umap2,umap3
0x0762a621091357d600af930ad21ca493ab5b0282,4.758047,5.9935493,14.455693
0x077a25d1f579574fe168bbaa924e40c9bfa57ccc,6.810021,6.2490582,12.8431835
0x085db44e424331c3036e3ebaf7c7e8800b2cf1ac,6.623073,7.326794,13.045763
0x08604bf8baafac4925cf40485c5d1eae07c0102c,5.5770683,7.3067455,13.790767
0x087a728decac54ab20f622d098db374b59f99347,1.5107026,7.969005,10.384028
0x08bcb856963cb4f0c3f099c64a57c928a9c88888,2.525047,8.9795265,12.445418
0x08ca4981130794fb8e9700186fa7ec689bf2d1c2,5.230166,7.040243,14.509461
0x094646895a32af6226297280cb58b5401e9f7a04,0.8837542,7.709176,11.663379
0x0971508fd715704b3abf6a7f11c45c1ddabaf73f,1.0467027,8.137414,13.943648
0x0982bc8d7e82733f0fd06b75db25bd88a1535afd,6.7009726,7.600806,13.205551
0x0a183be6a9e3652c1a6c8fdd82a82c0fae6b4c5a,3.3846383,8.488269,13.806129
0x0a422c8e4f3ec7a1edacea711eabd8185fd2d457,1.9291898,8.116446,10.772662
0x0a8817c801b0801c2f2acfc8778a7cd807161e07,6.591132,6.2622766,12.56844
0x0a88fe672595ac29f214e0e1de712ec58abb525b,0.9285275,9.67369,13.2184
0x0ac58bd133e96a6423f300a583e3f8f7811eaf21,1.1874095,7.775561,14.221455
0x0aebaf5e3d4207d71474cfa3f654ec0743183619,3.8854723,8.580092,14.0468025
0x0af66f3571761d7196b713ff881609d7e7456fe1,2.7033813,7.7578225,12.9184885
0x0af94ca619cd5b18ba72aa1244bfaa8bcb1babd3,4.1409063,8.55783,14.061531
0x0b441f4c9798dc7dcf4a5f5ab4ea53f71ab39a7e,6.322951,7.5038457,13.821509
0x0b4ae6dd12818946b25b6cfdbc9aedd40410f684,1.4084393,9.542224,11.861763
0x0b548b5ff9da8b577f7afc20447affabd1719d5f,2.3181407,10.165354,13.409361
0x0b6b0a88e05f8f7053e2b3a5d56e4d8555774bee,0.711323,7.6626935,12.446439
0x0b74df5bf962f95059a27bfbe24811ed7529b86d,0.027152933,7.914561,12.54532
0x0b94d9966717e894d7a145f9642445ab151762c6,0.26845923,8.23248,12.623307
0x0becb107c5defbb260cf044e400d4af503eedd34,3.4153714,7.248319,14.3342085
0x0c0153672cce9870b4658cf07e4c8e2a21918f81,2.891733,10.666089,13.468962
0x0cda69a73f9bbea90e136172eb241bd065977e00,0.32673067,7.6338606,13.57883
0x0d15525acdbc08c94c662267b8f1705c7ce162f6,1.1935691,6.9260783,12.583967
0x0da551d5369704e0cef6386127d889560800b5f6,4.4291277,6.336394,13.082151
0x0db56c99b8ad68f35f4b1772a4ffed3fb16204f6,1.2785656,7.8807054,13.248033
0x0ddde365cdff6b4827d2f7d0c66f8c99b18f6e54,2.229639,9.405939,13.412143
0x0deb827a58f6eb88e15c91d941c33515298d0bc5,4.8524475,8.736383,13.086631
0x0deba253b91ea2c76647eac97a26a23eeae6c04e,4.841001,8.1170845,13.832743
0x0dfc5e0e9ae0bc59337d8f4f11459fdc7a146388,3.318879,6.5475183,13.243744
0x0e1a27b09821969de9b3b219f98714bdd695e4d5,3.1019986,7.477054,13.118035
0x0e21ecedde58a8e077ef669a163044e70a62a3fb,3.4787214,6.8159723,13.754648
0x0eecd62efb05009e2b72964b4bcdbcf653afd4c5,6.7218966,6.1841707,12.709295
0x0f757d0cebdd9ee43dec60182d15eae91e178178,4.797036,6.46099,12.657791
0x0f7a453567401070ddb6b4ec82f97bd78b857c04,6.154011,7.575811,13.086451
0x0f84b48b64f433bbbba6170d7a87121056b3e86b,2.3315618,8.91274,12.636022
0x0f8534769c4d77f5517b94082ab46283e3c097a3,2.5446854,8.900644,12.871364
0x0fd3c3f312c6cf9f5c4da31b428b5a0a1611fda6,2.3399053,7.161528,11.31522
0x0fd468a73084daa6ea77a9261e40fdec3e67e0c7,1.4345317,9.071752,13.824272
0x0fd7b11cd60ab7c0b8485a689e313f50b6c1b74b,4.987077,5.98591,13.618639
0x1003d8c532e5178673668e5f3aa48dc399ee940c,4.4883757,8.790619,13.012254
0x104430ca78e6d9810bfa18e58dc0be3b6e88705e,1.6141465,7.02273,11.876939
0x105a8501eae3aa9462a47568a2de12e421f75e5e,6.68628,7.049339,13.105836
0x10a9f48feb0f3f88f8b3bf38e9fb673b997ac237,1.4113102,9.114868,12.439008
0x110b4ce3941ac23ad5682ef25a841d60517903c8,1.3970613,8.128032,14.124889
0x1162e2c16009153cc44b9353cca481e2ac2aac3a,3.650625,7.038555,13.727035
0x1188e4d6c751d79e27cbf38309803b998318a7e6,3.3625991,6.8680487,13.858646
0x11ce8c10fc72f4f60c9158eb89fec07db3c91535,0.94879985,9.660366,13.310176
0x121c93d3accf50bab046fe499fcefc07fbe6386a,1.3347744,6.7490606,12.220873
0x123dbca6a27005a3c4ce10cb66ee8ece8fc13bff,3.4838245,7.5406117,15.54244
0x12651d08f86bdac553a60c8ec096b82bfcee5677,5.7978225,7.603991,13.487163
0x1279a8132c775ede3e738cc2a753ffe47d009353,1.6824801,8.047845,10.526672
0x129a84fcf8d83a3262167a49e82e3d8bbd1e0e90,3.1474228,9.32342,12.995841
0x129cfcdced580dcd6c2e0e1d6ac3f608e0c66040,4.727676,9.002206,13.0240135
0x13558be785661958932ceac35ba20de187275a42,5.369929,5.438482,12.987747
0x136e1c6460331e7b37b51f86637a5a89f386f419,1.424802,7.141365,12.425341
0x13f82e5e34b9c78aab82705dbb194871e123168f,3.7815022,8.82199,13.28872
0x1487af3ebe050d379b5b6157e41b41cbd4ced372,3.5164404,6.3688717,13.49778
0x14e2ad432297508f8ef3b26d7e99e81d64d05b57,2.0652187,7.776984,12.820533
0x14f5dd7ca3e4ef4aba7431ad10d9dacaf14fd103,5.8072643,7.3905587,13.257679
0x14f8e042905350cee7ae0cec27f092f10dd912bb,1.4827213,10.369231,13.053015
0x158073fb0adcc6626d3db8ed7f64bbd365af2152,4.375736,9.172867,13.4051895
0x15b00c5f27298e0503c2aad79024f535c90a27b0,5.3395915,8.792267,13.429984
0x161acffcd4b9a6c482c53c4b1a856e21a05f89f2,1.686066,9.577273,12.0640545
0x162cc7c861ebd0c06b3d72319201150482518185,4.436396,7.6353397,14.872708
0x1645d9a3a4fba8e42fb9698591b6fd4e6efde3e8,3.6878073,6.593857,13.72277
0x166e9c3e0bc7f1045a251f01c7e3a2307623c68c,5.8917556,7.427614,13.279383
0x16837157d4fe589feac7ef09aa317309edf550da,2.2522686,7.6470084,11.00194
0x16aa234e82d7b51b8757110cbeeac6a65351785c,1.4563246,9.292665,13.171786
0x16d81b2dfd8d6650b2013ebed328588e7c26da24,1.3416073,9.58364,11.863703
0x17241870b9263ad46f3c717bc1a36089c8179d02,0.48566112,8.004142,12.046769
0x17871199db05b9ac99cdbdbb09d5d67e2c636304,1.3673337,8.934742,12.451255
0x179c17d04be626561b0355a248d6055a80456aa5,6.3891144,7.3139634,13.410745
0x17c5b01bc17593bd9647e98fe7f292b32f6ed4f0,4.913565,6.147756,14.706278
0x17e018cde4ba0b1a83e3b39eb6cdf7bc439156b2,6.4187665,7.7368956,13.316104
0x18363bcf247a7d78fe56d7fb0915d7d258e54093,2.1208162,9.189737,11.679271
0x1846e2ee0cdf5bc0bfa710bcac0f39ddcc43eac1,5.5999413,5.8362865,13.455508
0x18705a4132aef19e17013ceffd6ca7a71baf9b36,2.212291,8.689798,12.790608
0x18ae3ec77652efd09597a577c100d97c1169fbb1,4.9113674,6.226967,14.764486
0x18cde66120c9195fb6e50a4b1e13bce4c85d1300,2.2891457,8.110312,13.816111
0x1932fe080e333c5b07fda595d369362b653cdd4f,2.943613,10.659965,13.436626
0x193c6bcb33eab0b35989f2b6d1acc922b66409f2,4.4545035,6.207071,14.292939
0x193e049fcaedaae146084bbc6d6c6d4b2888ae46,1.5207046,7.9873214,10.385873
0x19951dbda49ea27130a2bdcfa8b4eb788ebdcf5f,6.116295,7.2359376,12.905044
0x19a837a58f819970a3c044222668ce21ad9fb557,5.476752,7.4310784,14.094203
0x19abe6cee288384fac7e132518088322905bb027,0.3135544,8.117673,13.7967005
0x19e7ea01bf96f7c02b4f47feefe524a6fd9a7c6e,0.6877962,7.1885033,13.048119
0x1a5612386dce50174bd467498afa607df418d7c6,2.095584,7.9497952,13.717954
0x1a5ac4d790b1a163bf8b3552df15029e6fe1c4eb,2.891611,7.162759,13.661523
0x1a6f24091a055890ecb411129977668ab55473b4,3.7349408,8.605698,13.334629
0x1a6fed4bf6ae595834e6d2d56c72dfee26e99715,0.99618423,7.3694134,12.066541
0x1ab71cf3e39a36b5ada54f0575c6534ec04727ab,3.9158132,5.8782454,13.480866
0x1c1891461365cd8aa4a9c0fc01a141b004c8f2c1,1.5658444,7.230267,12.518058
0x1c1d478336767da180097f48009d147f99aae1be,4.9134393,7.7057395,14.039768
0x1c2aa40ee858e655d18b5e5e9c17517bda099824,3.177316,6.7253537,12.374299
0x1c9e242d85fc0e4376ad1ea56143b9fdf9f61017,6.8336062,7.414738,13.179065
0x1d2a3b568e82678f22df040485b8cc006f3d0ea6,4.689809,6.074961,14.044128
0x1d7572c57cd347d52a528963ced066bac626b7fa,1.5705428,8.363253,12.492458
0x1e32ab6deb18952c6625e6e65628bb49b5d0a768,3.3421142,6.6815248,12.483668
0x1e771e1b95c86491299d6e2a5c3b3842d03b552e,1.8381474,10.268235,13.318655
0x1ea27bce786a81022dfc156059771e8d3279a9a6,3.6251674,7.578388,12.888629
0x1ed8d101622beaf192d06137dfb220851bcad9fa,1.0240914,8.958828,12.173815
0x1ee9c17b393a85f0b237e72230016b2c16b9acd3,2.9328303,10.723334,13.45352
0x1f4ab7e9acebb8b591e74b81e34bebe8be9bc934,1.3321999,9.648892,13.173045
0x1f75442e5d0856193986560934e1e6eb5faaf3c5,1.4224509,9.580485,11.816021
0x1fcfc47ca84bdbf6d3a5e860cee32ecb9427c323,3.771987,6.4946756,12.951803
0x2025137a136bea7446deba681cbfc7cf1970840e,4.7356706,7.681847,14.482317
0x203f4c410f3c35cead9f35b6de2f66e773d7f26e,6.1242695,6.870768,13.173702
0x208db9f389989c5c387cc3a2620cc5251eace716,4.4573727,7.6273956,14.910829
0x208e6c516ad70b394ba3578d4f7a2c61eda1c907,0.73732346,8.141496,13.999094
0x21e54e2b9b02d2c0ad2197d7ac85c34151674012,1.432249,6.7538548,11.952732
0x21ee4b39f27afcaa6462d84bd904497f44411c5e,0.5827481,7.9182997,13.224544
0x21f1d8b5235f065334d7344e09b930692bf5e806,0.4848895,9.037947,13.289104
0x21fe273e04336c952fa0de439ad00529a9dd7909,4.7907124,7.5250225,13.016231
0x221c1bc9d4407526f9ca2ba13693256117afe6d5,4.718872,6.5674505,12.245412
0x2291a8376fbefdd4847a3c47992f0ee650427d81,5.716968,7.1810846,14.356098
0x235aca84e3ef5577015cfc3e22f0ac390e7e1fc9,6.2842145,7.5556626,13.7552
0x2365c1c88327d3c9acbd4d487392643f2c9049d4,4.9531116,6.7735868,12.582024
0x23abb0ff0b1cbfd95b20a0fd72b83a2939f0ba5b,5.0409603,9.108855,13.321651
0x2431edfcb662e6ff6deab113cc91878a0b53fb0f,1.2350478,8.055893,12.784481
0x24496da3077f40a183231741486430fb1a815c53,1.5080703,7.9740295,10.3635645
0x24a44aef48aeb27c7708dabfccda14b41fbf0ae1,5.156774,7.757492,13.957423
0x24c2fe1544fef9056db52c91d0b1fb4b1dc4e48f,0.82527643,9.18365,12.243261
0x24d02e64d4a2580d570666546ac937adab2b3e08,1.7618562,8.658016,13.505545
0x24ecc0841eb0ca9bb60ce585b886c826cfd62d8a,2.8820724,8.892517,12.550771
0x250a09aafe5c4e63a8c11d1743e19694d79ce113,0.9707317,7.5482864,13.35423
0x252530586e885231d62edbf1b6788177ef5d6b61,3.9081154,8.927286,13.065052
0x25554a80781ee62414c3747e81c3f50157c634b1,0.59803957,7.680918,13.027404
0x258a4b8a8447c61aabf1bef9bb14ee4d69efff03,3.0638902,7.6935124,15.372635
0x25cde502eb0c78409b456d1aedaa34a5ff007765,4.480269,8.183814,13.27242
0x25d359b0e809c64cfb661b2541dd2643c6f6d72f,2.5355887,8.654348,12.913717
0x25e7de497c501f102e88f1798c003042f14eb9bb,4.863993,7.518472,12.98397
0x260db26a5d85e9e6983257e8af71a60e95873d6b,2.4461064,9.015909,12.973945
0x2759d5ef1d8d0dbcd893ee36b0743b77fbe7c9e0,4.9581733,6.5309367,13.528299
0x27c9fa86c91b84ddfa15de58c482ff662498d65d,5.6444554,6.0455575,13.54669
0x28233e5edddfc9f71f0cecf58ca98f6a2ca11f43,4.5608277,6.0262504,13.960756
0x2874aa935c118b8e170c35ae0e75e507d1332218,5.8655996,7.492725,13.853765
0x288ed4efc8fbd1e42a06fe083ea942d20c90b336,3.4788926,6.7444644,12.953067
0x28ce248832bf0ca164970a062ce0e48f55645ec8,0.85207975,9.521484,13.102048
0x295e535d979c61a0ce4adb4e0bbabd8a0acd6134,3.2120404,7.3715286,14.369269
0x29721caea4427b6bf8061f2fee469a62be1d02be,3.3351915,10.106851,13.507002
0x29c26825b7d43ee6184358830c862b2e80b2f685,5.5840464,7.666025,13.804448
0x2a1d4a8adc73ed606a5376b525e58792c64f8ca0,5.0668154,6.2284136,14.815294
0x2a6e0b832b08c040ca59625025b6b8aec96a29f6,5.9550633,7.237455,13.092772
0x2a934d40944e2b686ee9cdce74a3f67d32cd0347,6.5888453,6.452528,13.083254
0x2ab1086462946b6f6713d6fddb73df7abb716554,4.667502,6.3115106,13.0393
0x2b294f5aaf6d6f8081bc98069ebd8c4eb60cda44,2.3975182,7.581434,11.292921
0x2c352e53a2b471b0d98f00d6117ee40e708c72b8,3.5000427,7.177896,14.181205
0x2c841dc4b15bed72a9a6e98951229951fda18fcd,3.3725207,6.912786,13.332596
0x2cb562384765bea1612ceb60007e315f904fbe86,2.634371,7.4148445,11.266151
0x2cbcfa87aa570d72ad7b376e729e167071f1cd33,4.5966196,8.58484,13.049685
0x2cd991f48ba31536a96b772536a1daaaedf150ae,4.3464203,9.000991,13.694788
0x2cd9f4645b14bf968212c7c108213eaeb193946e,1.3469081,9.263208,12.367144
0x2ce1af69a615704971daaa73a2e54faaa18668f6,5.081433,7.979825,12.692578
0x2ce1fbdd33020c5992021c8924134590f66a2acd,3.4223359,7.675092,12.816106
0x2d19f73005f0450c5e9f459dfc7e8da9c581b788,3.7615125,8.705247,13.10273
0x2d5830b16f7d9dbdc12024bc6df011859920f320,0.5424667,7.793708,13.960897
0x2da0b905bfa45b9ec7037a612bb8d9b76fddb8cf,3.7618732,8.634285,13.418381
0x2e1aa624f04fa7ab7198c6fbfeaa42a707b42c1a,1.1782167,7.725992,14.211348
0x2e2dc7dd191f8aa6994368b3482a4ff9791ae2b4,1.0212343,8.970767,13.36185
0x2ea35ef03178ccc7ab44df03a9af7a06180a208c,0.89529264,7.7886863,13.223435
0x2ebdee94cb5df4a8f4b5acab118f6d4e55896aed,0.73376817,7.3943963,13.314155
0x2f062d9aa98209d2c79a744b0d4ef203d363b7d6,3.8840258,6.22817,13.097291
0x2f47da39204b17c652b20c72569aacc7adbd719e,2.702112,7.9968305,12.989569
0x2f55331b4fa24efa8fbfeafb896669c0733f827a,5.097382,6.1447735,14.78528
0x2f6c194ab47cd777053af1fe799a63bf30322ef8,3.6609375,7.564371,12.929239
0x2f7479ad52a75eb90a9b2acfb296a39d41828c36,1.3867439,8.208582,14.009966
0x2f85b47e90de2de52cc054e8622a39645ae7af21,2.8944733,9.397566,12.981267
0x2f9d7b4d0bba27aaa92173460e0520740e7d069b,0.71855175,8.610195,13.446483
0x2fa0b8a5dfbdbb71a7aa148d4cc45dee9ddfd3f3,5.4773,7.4773865,14.046838
0x3005fade4c0df5e1cd187d7062da359416f0eb8e,1.3417851,10.085637,13.041491
0x3093189bd4d429cb2f47d03c14b9e9200b6b9425,6.1790366,7.2920694,13.159632
0x30bd7e66f3f70e08b31d22fb1bf01178bcd7aae6,0.3446771,7.560343,13.443548
0x30d06de4ecf52727b6b127640f2d0c6cbb1a466f,1.4367486,7.9510365,10.384442
0x31323f632ecf0918fca1556ef835b1c20805e248,1.1036438,6.970936,12.788543
0x31652a303eff850f57e73f4cf8f201adccb2d617,2.534189,8.953081,12.826124
0x31ba5e1cf7629c01d91e0ac0ee984098a46d653e,1.1147485,9.355196,11.926463
0x31dea2516beee92135b96f464eeec3cf292a13f2,3.1714306,7.679581,15.446366
0x329f4435e0f22899b733756c71aa12c1004146b1,4.1891108,8.841768,13.765985
0x32d12513ab62d4dc7143a0f6cb605752ace46822,5.5452523,7.4830976,14.272154
0x32d7fb99e113c5480410768041302149897d4214,1.666638,8.840945,11.500423
0x332969b2951974fea82338ae410593ecaf98a4d0,4.9969263,5.6030593,13.921498
0x335f45392f8d87745aaae68f5c192849afd9b60e,1.3924844,9.180571,13.735633
0x33821578405bd53f0eed2895496922b528d95e21,2.5877802,8.186365,12.079029
0x339af484e526381d68e7535ba9ebcc5f2c42165b,3.5392907,6.6756406,12.978017
0x33c3b8bcd758f511b350374a63e1f880f40e0282,2.3338814,8.140461,13.911787
0x33d8cdd8f2b66bf2fdcd7b1a84d047cea6642f80,2.6313534,9.149266,13.180701
0x34827044cbd4b808fc1b189fce9f50e6dafae7c9,1.3790237,9.011979,13.076793
0x3490d181da18c9481e40d114dc20720dfd1955de,2.5147886,9.114088,12.488223
0x34f10e1397b67cc9dd5b0bbf60b022259e4d90aa,3.5140479,7.1259823,13.889533
0x3517a48fcfad0480c7d7666d4ec54edc6d9a5559,0.47890145,7.8156385,11.937228
0x351c53e98121aedb253b2e361ac6fd8d0b05165b,1.7620258,8.232034,10.894554
0x353bd2e5da5f01707dfad0dd86907561ac66cc38,5.271274,8.935009,13.376818
0x354d25bb83cdaad837853edf5a8395833a81b93a,1.090574,6.8698597,12.370683
0x35d1151ef1aab579cbb3109e69fa82f94ff5acb1,3.553271,7.578056,15.644311
0x35f739c2278ca5e0763189b0e914fce2741c8f29,5.3680654,5.7649207,13.549407
0x36230634f730c256b88d238988e2e65223734f4e,5.047868,7.08386,14.666962
0x362c5006ed0a405c35df4a138cb38d891f1a1a20,5.2934766,5.3995156,12.960628
0x365e0c115f1ca1adcb42fd21142873493df7f880,0.9012617,7.1521645,13.215418
0x3668811b5b0966d1891c47cac0ef8615e3381ca9,5.1837177,9.016719,13.323956
0x3695fb3cfabd87d3b78fa3c55ccfbfa24b34481c,1.527434,8.782826,11.644764
0x369daedbefcb30b82154338c8fd613a70c60d251,1.6051168,8.745642,14.082469
0x37283486c96d2b9690cb9296292e6e354ceffb4b,4.6232166,6.5793633,14.46382
0x375155cebe185bec39238de94e079838c09d84f8,6.256545,7.4933324,13.2608
0x379f7504898f834b83e20f601477a08ad29a296a,1.3286145,10.164127,12.677919
0x37c1e493c8a452ab3f5a6d01fda87795b91e7851,4.574966,5.86415,13.6138315
0x37cdea0c9af695a5629a75e28a20724a98147918,3.974991,6.4368954,13.027717
0x37dc4d2c58c63a296f720e6ebf1419e83d74a4b3,2.0624404,8.981998,11.577281
0x37de2f99bf85ebc078cfcfe6bbc6b58f5d8c0b65,1.1200444,6.8464456,12.46923
0x38160dc5b34ced1307ea5703802b32ef6f70b9a7,0.98064715,8.0456505,13.535799
0x386638d449ed54b861f006826d0c419bf494910b,1.6668549,8.108186,14.116517
0x386eb74c3b9844648b365c7c59de8104f869173b,4.8369093,7.187721,12.316609
0x387c6f0718b20260dbd61d428566be5c7b2b0c19,5.3995337,6.435342,13.784201
0x3895d155b005191686476a39580d43258a518e46,0.87278473,8.898848,12.0627775
0x38ac9012a1be7bebd73d497d803f302fe274cda2,1.4156688,8.8446245,11.504777
0x38f6b8f24a984b98146086ae74dfbbf862de76e7,3.0586815,6.6592164,12.353022
0x3966b0b9cdc41eb44dba2fce775c1b5d2248b1eb,3.7381816,6.1374025,13.132437
0x3980be8a221d45eb9cba07a93bcf74f1a1ee9c62,2.3388414,8.338491,12.923893
0x39868ccaad5a8883d53be4281fc9c74ca06ebf8c,3.743332,8.682471,13.255582
0x3998ad17e3fd11f60c24cd3d8b6552a4eb4ff3f6,1.1323857,9.797855,12.90132
0x3a1191221d6cf7584fa220378b1d911c5a051f95,1.2553266,6.7833066,12.3303
0x3a122449de235a40481689442271c0731b805d69,0.580505,8.794639,12.887791
0x3a2c2b2792ee39c0a8c412531607719435b18a32,5.3664436,8.627595,13.391731
0x3a6747c8e913085e243a2c22d188dafa8c6a612a,0.9312687,8.862952,12.1016245
0x3a9953003034c9d4f512e91f7dbc0e0698142a5f,2.8329344,9.2393875,12.977903
0x3aec1659ddb1f2ff7b9acf786bd65fb69fd78742,1.1371123,7.877973,12.848317
0x3bcae23e8c380dab4732e9a159c0456f12d866f3,4.8152075,7.7466288,14.427897
0x3be3a8613dc18554a73773a5bfb8e9819d360dc0,4.714632,8.725412,13.73456
0x3c0e813045a321155e9baf4d39ef35c881eced75,4.940461,6.6902084,12.040557
0x3c165893deaaf04ac79f4f959594747b6ef77e92,4.2826447,9.170944,13.826113
0x3c16fc881bbbde5771e9026fc888bf5493e3b4b1,0.6151364,8.250561,13.533768
0x3ca32dd3666ed1b69e86b86b420b058caa8c1aaf,6.4362864,7.3365097,12.820295
0x3d0a30a158a92abc41609337c2f68f04926778ca,2.382547,9.022042,13.284638
0x3d21e3d9af7ca1d76305c9eb2fb510b7af920659,0.6849257,8.029153,12.766392
0x3d6184223dd0d5239947793746faec00b63ae990,2.254626,9.653886,13.576647
0x3dac271d1b36a434880c527a678b6487ac9c1f8c,5.399902,7.4519944,14.163114
0x3dcf345bfadb9961305ed5ff535d31f313d52ad0,4.0645113,6.362966,14.154361
0x3dd7cac1a7bc4b8c40af140e18dbfdcfb9e73a62,3.2468462,6.7782617,12.401295
0x3e0a05c7254ffd8eb2e75adc89ad785c67ed2f62,0.2546786,7.7092557,13.751873
0x3e54b5ebc95c0fcc1b059207576cbaa7b0db1c6c,2.417825,10.52934,13.354658
0x3e5dacb70247b57aca1d62b927c398ff05b7e570,6.1290216,6.9856877,13.385815
0x3e6c5926f682b372c0a916a5c245ecd7ea8b9d8c,1.1617553,8.251458,13.553798
0x3e6fc92d4edcd1156fe211eb4d3aec1bae2922af,4.320606,8.978802,13.570442
0x3f3801e032d4768dcd61c48efde9c00708f60159,3.8426847,8.702518,14.035357
0x3f8793d2a0ec69f0bae47140886039a4dc63a960,3.977291,9.02301,13.967556
0x3faf35a220e0d6a3bc3cce4ca54454aba68cfd6a,5.0116053,5.917562,14.469407
0x3fc56e944aa7b1594c85861b2d46a07f82a2c0c1,6.3804584,6.634168,13.328064
0x3ffe084d89a2d7c5981fbb8313204c708300ab70,0.22556368,7.866052,13.915618
0x404a68af7d1afe9a3fa37ffa9c515b266938f721,5.221276,5.5653667,13.864785
0x406073860818ecfb7dca0706a6bac73faa95bd3e,1.1923127,7.4869704,12.851282
0x4073d6343f9658dfaa765a0f17fc7e23e38f7a0e,4.301594,6.647897,13.734539
0x40b9d20b782635c1257efdb47fb830e677f4bdd6,0.30607322,7.7727604,13.912328
0x40ba8c738819054d5d44e7fa139344d721e54e40,0.4851523,9.548994,12.80297
0x40dc0fa2553e8a97e56f39d595b2753eacfe91f1,3.6254675,9.68752,13.390266
0x40e494cdd7f6ee95449e06a74b767fb93c3623c5,4.9059258,6.9787636,14.008843
0x40f565826fdda5c2f8f174fdb51cf4d5b516fd75,0.98174363,9.038611,12.064318
0x40f6b6909659d3c76413e613fa8a2c5100bca864,1.4155477,9.719824,12.153911
0x422f1f07f40f11bac71db4f520dd0ea1ff20f2c4,6.4937077,6.475847,13.344739
0x426c1520e4d07f968d224886878646412d37ad95,4.8551836,6.979454,12.320082
0x42982dafd5577db35255bb1dab0b288464844de1,1.4539003,7.1752887,12.045622
0x42fd5648cf21c158d15e4f58785760755b3f6623,1.0035485,7.359445,13.233302
0x437854ead22fa00c7d3a8b0a42b0ce06c8ba2145,1.3888404,10.27277,12.831973
0x43f9e33ee7761bca6b75fbb36d6c943ac0b2be77,4.4446363,8.230561,14.072489
0x43fa26c444767ea3b82ad2f998bc995305823a32,3.4641864,6.862497,12.774463
0x445fc160c4ad86f57b64d6e94f4f80be1ac7039e,4.5603213,5.7571397,13.168295
0x44c9c226cdfae773002b3f86d3966af3cd8f277c,2.3440843,8.032633,13.888751
0x44ca31a9915f7fdbeb340d04fbfe3ba64440d1c6,4.9610023,7.1216254,12.211092
0x44f481f406d178c278346c5f94d8ac19438f7edd,1.1034319,9.61722,13.12188
0x45323d50a3e1ca8fdf24df0a323fc9e38fd6b01c,4.841221,6.7108917,14.644993
0x454e98e79eb566e9147680d0ab92b3529165f16c,6.5625825,6.307772,13.145603
0x45650086c2688797bf9470258777396c87033b4a,5.1613693,7.3842044,12.845054
0x45c42fbd450b5506f8dc819d46036630fe75b81e,2.5667233,7.9020925,13.123824
0x45d26f28196d226497130c4bac709d808fed4029,3.487386,7.6313524,15.652682
0x464210fe13b2bc741954c48218d124c1934f103e,0.1997927,7.9901047,12.386761
0x4648baa72d8cfe3f31882fe52bd9fd8e6d539373,4.8393326,6.6892,14.652593
