trader,cluster
0x67f7aa8fb95c47e6ea9c517b623e0701cbf9d9ba,7
0x67fcc46ed2a63971697dad2fc7bb0091fe89e51d,0
0x68d017f8c75d22af6a48aa6f2f697c658ec15599,11
0x69148ffa0028a66eecf0709a3f99f656ff675e64,11
0x6957d2139d29e7db7913ac21e813f2a561e47ac8,-1
0x69767b5edd1f1ceef919fcef19bb46d345368590,1
0x6979dde2781dc4ec843641b10b2a2f2e0f4bda62,16
0x697c8c14cc04181b26d227c2e97241e3b1e61207,1
0x698077864c25a27b46e454885ac18633c464ca1e,-1
0x69b05701f8175c276ecd0138387a197948e240bb,-1
0x69f16a2a571d32265b5831318be9387f8aa894ae,5
0x6a4fd7cdc7964f396a0b672254e14ee43b5fa59d,-1
0x6a7a17046df7d3e746ce97d67dc1c6c55e27ce75,-1
0x6a9e7566877b52b13b28230b5543cbccf3685870,-1
0x6acf5dc82237396e07d7e802bff984d8662360a1,22
0x6af6660ed5ecbfa39db3d6bf23e17bd426a183ce,1
0x6b03361ed8137dc2ee5ff88fc968398b993cff4b,11
0x6b44fb3b080c233c6cb0b2d70f4b5694fd528572,-1
0x6bbeaa7c0668557ac6c81b63d4451647db962b76,-1
0x6bea81d7a0c5939a5ce5552e125ab57216cc597f,-1
0x6c8dead29a3ed840dac654e1a505045386bc528f,-1
0x6c98064cd84c09c827fb76e772dbb805f54aa564,2
0x6cc3dbb19a92839e7972a8097a092f1aff4aadd6,5
0x6cd0aad83408ee9fbeb851eb68bff5aa7ff16ee4,9
0x6d208ed7f427f73e75bddab06c76cb3b31bac290,8
0x6d6a4b953f202f8df5bed40692e7fd865318264a,17
0x6d6d7c05ef7f31b31b618400495b4ce4092a5089,-1
0x6d88506b45cd8af98c51ccaf047e619c6789ab7e,-1
0x6dcade414ac7baeeae0ab8a0298728e521c7ddf5,11
0x6e4615587375d1f9161bb97d5c4a3611a22bd884,7
0x6e88dc3708afc2b0032eeff625df78dcde1e741a,-1
0x6e9989debf991affd8dfe4a73efcbfc8cb658473,23
0x6f142cc70bd7829d9b41350b5dd13ba20388a473,5
0x6f7d75c18e8ca7f486eb4d2690abf7b329087062,22
0x703c65097b0caeeb6742bebd12b04b337d931b94,-1
0x7044be555aea5bddb3b9808658500d4e0d0a6b6e,-1
0x70516b444bf37b44e8c5a2980d04506038ac51ca,-1
0x706bb519b05b7dc01d048af9a5e29d1ef5d6d9e3,3
0x70875c76b1219a5e03ea43881a2e90faade89fc9,-1
0x71195903d21fc9c6c045e83c40b38f6cd049b388,5
0x716373c2d4420f24d7137a0c524239b176c36af5,-1
0x716c4b3548599076cd7faacfef0d6a457fd87cb9,11
0x71aa6c4e87225fcae2df49f977c7fc0d1e8d2112,5
0x71f060a388589f2917df5e6b79a1e43baad1b611,16
0x722e2a523d7a57f312f3957293a88ec90b22c4ae,3
0x724691a0fd2d1ac28a556c97f0a2f5af21ca4ad2,-1
0x725b3732f5c755978dcde41db58a523251016e4b,10
0x7274c9ee5afb517572ad0af8557e8b25d2796b43,20
0x72cb918356c4f6d3f1b2e532928110ba6995f139,-1
0x72db642e6c803993aef6fc17e9b159c536508bb6,6
0x732f7178048a7329cb37e251845d4d39d62ab4ae,-1
0x737ea32b0458103019a2a95a55bac57cbc834d44,-1
0x73995eee247170539a46aa715fabbd4d5d42b55f,21
0x73c0adabc111af82269ebcb4e9022b1ca3b90142,-1
0x73cdde45485932f12b534d1826577aa1197edac5,2
0x746392101b030f5303391a7dbff328e82a46f5ba,9
0x747ccf6d082c7db449aa9db49e6001089627c27c,-1
0x7494959e4f1ade929df61abe0aacf05109ab19a2,-1
0x749af60aeddb86cd0aa41e50f546097528ec9cd9,23
0x74dffdad17f5343419d606985908c67d2988f87c,20
0x760ec8576c2dc5dba2655f7b948c0689b02b6cb0,-1
0x76537e159ef79ff8dc8ae21ee0763a120262d004,-1
0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,0
0x775054e47172f14130eaff0fd60d7477f8086acc,1
0x7786498ffb58bedc6c392a4a40789be5c2da240d,17
0x77c1dca853d201165f6d8bbc66c7758bf620cff2,16
0x77d4aa158439c01cac7d726d1260ec627900ba35,19
0x77f12d27fe3a7eda486bf899ee274562928844da,-1
0x77fee2df7bad4f1db93052fa82bf78eaab771a16,-1
0x7810bf10e7e275fec9c18e043c97309031bdecc2,1
0x785dc7204e2da8694c045e615562e946aadbf914,11
0x78d0c2356dc952307da3d45184593ecb8350c3b7,1
0x78f6c2458b53d0735208992c693bb2b2dafebb52,2
0x79ca2977402aba6b2e45504b94e21124f825a860,5
0x79cc76364b5fb263a25bd52930e3d9788fcfeea8,13
0x79ce160c96df1a6134730a3cae977676c8c40310,-1
0x7a5a42bd6b1fd13368732be8a7b63e06064e0394,-1
0x7a6d5fc57f6906f337c48fe2763c3a501304f79c,11
0x7aea4799452f25d50386e81029794e0ebbb6ec06,21
0x7af0b7a51c6bbf3970a5d0c79fc958f3d5ec58b7,11
0x7bb5367d1584f3421342f22468cdde4be99ef8db,17
0x7c45b26c41c29330d042003cb312e73a3912024f,-1
0x7c542bc686c47e7f6f77dc807024540085343e21,-1
0x7c976f00e84db0b44f945fc6d7fad34b43150a1a,-1
0x7cb240f9b12e246e727a84bfc13fee5cfe96b674,21
0x7ccf204e00d31b392ccb1a752b6855cfbd14db81,-1
0x7d5c17cddaabc227c7d1a34ac7f6cdfda6985d48,-1
0x7d6b355ba07f0db183c83450666300eb1c391722,-1
0x7dacca323e44f168494c779bb5e7483c468ef410,0
0x7dbf212423c43880ab46a79beb0bcee839a22ec1,-1
0x7dd6f02fef939cea86f0243358255f6b57a6cf0d,22
0x7e09dfbba23d078e16f038b1ed4c558185c4be1e,20
0x7e0ac529ee73c23730363e9581454c1fcc432f87,-1
0x7e19c25679a5f4cc1351e80d428ebe6df929adb1,21
0x7ea852a2d9e31f41ff945908fd0bc02df969bcb1,-1
0x7ef1c8219dec5cfd8ee71c7079bbe4c02ae5bb34,-1
0x7f5698c34f131ee79eaf3151e0ad0c0b8ff30bc3,-1
0x7f725a5f3e5534493cb895fdfdaed6e124c8ea82,15
0x7f9571cc340883ff8781dca34afd8d07e3c8147c,20
0x7fad4c348250b9147db503f9aed91e2d935d96f7,11
0x7fdafde5cfb5465924316eced2d3715494c517d1,0
0x7fdbbfd13b3bd45b4d14a3b226f35a049e094176,-1
0x7fdf3e814f84e69831111f1cfefeb0936f81bb63,20
0x80f80b9cbad775b4fb9d699d34f5c5acc4615bdb,11
0x810ab853d951613a567792a675922c6498bce29f,21
0x823c638f9c799f488209bfb98696a06d30aefa4b,5
0x824500007d01d0dece344915d54aca3c5dff468d,-1
0x83058a4f598e0d43b5e9b6b9d7bf5b58015bde00,8
0x830e95e4a16c8302db2f1071d4ca4bd1d58faafb,16
0x8341af1b5e1143d505db8d76b406a4b4a11a2ca7,-1
0x83d1ebe7921366e38c77395ba62a3aa6e048b091,22
0x83dbf9f6fec1d59a2979397424be2148d9c556e2,17
0x84282a0d37c4ba71309071575d55f2bafc779c82,-1
0x8460c4b782acc844da07e169e06e9a4fb19da0f5,-1
0x8477e447846c758f5a675856001ea72298fd9cb5,1
0x847bd1ef4fede0fe191129894d63044843f4d473,7
0x8482694d9bbf434bf2801f49be04dee5bc459d07,-1
0x84b5ffcb1d9abd86f4fd26a2c9e5a9b54c35c9be,10
0x856c35038594767646266bc7fd68dc26480e910d,0
0x85d09eb8fee0f8258c03203c2f659ddf2b2620dc,-1
0x85d5bd326078f2879891647d9c2505d3c3599022,-1
0x8607a7d180de23645db594d90621d837749408d5,0
0x8652a73c8c5d7b0e2d66bf548aef0b6f11c7c1eb,-1
0x867178b25c021ec7dc3512c2d37a9b9576345fe1,-1
0x86f9030af10cf3cbaf229dab662beb0dd263f91b,-1
0x872f4f0e2ffb6d2098650c22075290f8c6dd1210,-1
0x87a726a806f48a435d8bf627678c85f26b46c1b6,-1
0x87e8b39e166388f9fe6e57c291afc441c9e3a515,-1
0x880ac484a1743862989a441d6d867238c7aa311c,0
0x88812b4f3a593bcb6faee35fea189af677d6d00d,16
0x888e000c78b8f1aada5b3c99f880794907b76d77,-1
0x88aad701c39aa2acd2cc170bc7c90750cfd36da1,-1
0x890ee2210dc42e041dac383ec776be6d31c9fdce,3
0x89132efe9fa560caf50d505273502c975e4805ab,-1
0x891408d5f39590c66a6027582d36f6471e33738c,11
0x894f4bdd9c09f5748bac8c82181efbc10aab658f,-1
0x8958d618dcbbfe55d8c8c55969390277d6088fce,-1
0x89a4e7b411cebfcf66347935bb84f406eab4be29,11
0x89b61dba1332032926967cc935d17e4d61b88ce5,-1
0x89bdfd6caab017d28d9296c2513e687db99b3df2,12
0x8a249d31750d727e6a3a7b534255badd575aa26f,-1
0x8aa077f5998d234ac8641d73d6bc4976e2a210fc,4
0x8b93510f919e899f1ada34937afb1add4784b7f5,13
0x8bcf7a888c66f635ac4a2caf42a8dd12a3b20b14,11
0x8bd095444e47297c6355738aaef9d088c144dd87,8
0x8c1144518360000d4c6075666e567e0f06f01684,5
0x8c4e43f8180e43a0d9996a46b980e512ca023eaa,-1
0x8c57e3c4af5b1ac13b2895db009cdd7eaccaecf1,5
0x8c7579a7da5e61278ea6a65b11b748c0cdf32811,11
0x8c96793dc602b414c08a926792ce0d0cc1e34914,-1
0x8cc94dc843e1ea7a19805e0cca43001123512b6a,-1
0x8cfe260e9c32ea92a9b9abcfce743a07c1933498,-1
0x8d560cd078ce24220432194d3d43bb2623620c01,5
0x8d7d0fd0c765848d873ae710db7a9a1960ac073b,17
0x8dbc2ef3943cdac4df2d18f31099121d5f250282,11
0x8eb3f4d468a9763ee66ceb63a0c64b7044c2aa2d,-1
0x8ec2a23e27b723b02a8643669c97185810d17a68,-1
0x8f0065370d489f90e60f0524df95eba037451cca,-1
0x8f308355ce0604dd4fd872309d5761167655b07c,-1
0x8f56b335a7a5a9ecd7947457af2e957715d8a3d4,23
0x8f5a760b77fcddd0b2adb87786510e87346345e0,-1
0x8f777d20fa76b6a55e2313b3c1367621c134cfea,1
0x8f844d3c0c06526387fa01d165fba8c3984efdac,2
0x8f8ce8014e0e41aab563627beede5b6861869fa2,11
0x8fc7c0442e582bca195978c5a4fdec2e7c5bb0f7,10
0x8fcc8bf64de304c53a9fc4c34925bd72a6c934a0,5
0x8feb3c0e3ee18dfb4a408011510f0998ba14cbdb,4
0x9075c8f93cd30c1015e6fbe9718f0bf2dca4e2f0,-1
0x90dad6c5d04d416864c205fa961aa7d5b2d29782,21
0x91708ad3c4c8c060facf2900b508e030edc26c61,-1
0x919bea57e3d2439e8bddd7e6be3281dbd2cfc2a8,-1
0x91d7ed568372a4cdd7ee827920839b2073c98287,23
0x92b585bdf2d67c0fe321108b863ca4617dd39fe9,-1
0x92c9d75ef853a2549dc460c2ae527fa9fb32112a,-1
0x93966e15e07becb89549c7bf7a98514b063d8b20,-1
0x93d06fe55a98b64ba0b465f24f2de9b6676b1f8a,-1
0x940587add074ff0c4dd973b46018af4a73a81f36,12
0x94e1fcaf9e9a874ed3e55d962aa2990c7b6137ed,1
0x95494598be091c63f90543abab37fb2594ad7670,4
0x95b5653dfd12b0bc13c08297869621c9650aa6bb,-1
0x95bfa1c0b133bb39364bd0f9feb8390cfb6a8af5,-1
0x962068a929dee5574f32bf8bbb255a64fc925471,6
0x9660f151ffe595afc65e64d38a55285ed8fd2021,-1
0x9690bcfc1639abff887c8fb62b48ab787b2dba3f,-1
0x971fc0c9becffd708c52a195b8a87c27359e77fa,20
0x975f178fd8a566d98bc935340064c691fa4d8881,-1
0x979175e9df167d049e786c6e38a819dcd1c27a23,1
0x97a5b11030c9da93df7ae7cbdeac024c3be3d304,10
0x97e87e0a699deab71756390a65b54eab729a3494,-1
0x9803e982c4eb6d9b9e416966814e7f9fa4363bce,-1
0x9859d1542cbe5e17f3fd30501e900a7054e293e1,-1
0x988caf2d1aa1ffc52c666f67d9a3e13a72ba6e04,-1
0x98af32a3cc76d02a8a0d5709f6c38d77a767015d,4
0x98be9d68c5934dd7667eea4427f2958d9cff1bee,8
0x98c40917c68a955a7102e667de9bd39677307b2c,1
0x98cec79d24bd44bc8452f0339da697d7992e4a15,-1
0x98d5c0b380e528ae8f1d5d75d0734622d9a2e930,-1
0x98f4cb6e8187f2ce3939eda8302f3b47d673b0f3,14
0x996a189d8111a11e33ce2d37af415da0d608cdae,-1
0x99b1098d9d50aa076f78bd26ab22e6abd3710729,22
0x99bfe8e92dcd439ec785c8d809ee2b4c929734c3,18
0x9a1f196ed7d537ca8ebabf0816e2f87e28ee52fa,-1
0x9a377ec81c1bd51d31170bf8d7a7b6c5fbaded9b,16
0x9a4cdba56446a4429d23be738e651e1c24032d6f,-1
0x9a6c99729b04dcb806ff75fda301eb70c41007f6,-1
0x9b5b1931fa5838a891973f9877c7648c93ee80cc,20
0x9bc5cf674521a6e67f512ec1f46042d99f98e267,-1
0x9c1e6856dcda3d1f163ab7bcbca7f3e0db8f6df1,3
0x9c2a2a966ed8e47f0c8b7e2ec2b91424f229f6a8,16
0x9c699b83ddf6cac6219ad4fc52539c0f2b4d948e,19
0x9cde2b9d159036d49a9cb98d0560efc928c139d0,-1
0x9da99bb7950b89ebb1d882bbb735f91b62f293f0,-1
0x9daa04af6eafd1ca40ee14e4aa134fbb124cd977,-1
0x9db82c502472d76742fdd69609dfcc6e01327401,-1
0x9dfbb2ba3d2c3c714256eb6832e9aa742ad793bd,-1
0x9dffaaf1f97fd0a17ed02bddfc48843ccf7b6d8a,-1
0x9e66cca6526806155713e412c33ee6e791f43459,19
0x9eb42f017e793512e4734f8785de605c4cb3a24e,-1
0x9eec98d048d06d9cd75318fffa3f3960e081daab,0
0x9fb470376f12af151c9ce88bf7b4acaa13bad02b,-1
0xa004841ef541f5c1acf968c768ca158a10c66922,8
0xa01763dcdf2d7e23c3832b309a67ae51b509e910,5
0xa080c59cbe8901e1d6a063a2517bc47759aefc42,-1
0xa0d024842a0364a1b1ca0cd09b2f1235acf87879,-1
0xa11f83cbb07fd0327415bd424b986132e009f643,7
0xa16991758e40c934e9e13d009a692851662ce00d,-1
0xa1b6d8efbcb2fb750a84dbc05649fa4968034f04,9
0xa1e03bcb1a36da135ca61b86dd1d6da9a9357489,11
0xa231526b4905f25491d6a7577315a05f99e768b0,13
0xa24c5ca26c41cc52aeac1d6886d37f6dd5d6949f,6
0xa2a204c9b6ba3d4d978b562d1753fcd54dd3f8ac,10
0xa2a31c959a1d63964b20838219e6ac307b248d18,-1
0xa312114b5795dff9b8db50474dd57701aa78ad1e,0
0xa3250f55202d57bcd7b04ab5fa256321eb44e29e,-1
0xa32533a01bfca623badfaba89fa28c079b8671f7,-1
0xa38157f31371eec73fd878097c249f16472b066c,7
0xa38f19c4ccbcfd64cff676d72c436f7e6239dccf,5
0xa415c4ded17cac76a1d81a54d9f4aeb48ffd4dd0,20
0xa4be91acc74feabab71b8878b66b8f5277212520,22
0xa4def896580eb78603cb59167c87928cb52e657b,3
0xa5040f2091420d5b4e6457ebde207f89e5421b03,9
0xa5367338a7ed2e1387f762aa0fac9275b917690d,9
0xa581bb0ac1a7ec393e76ccd45de2bfff6146e213,-1
0xa5b1bf0579eb8463be37f5496e3e8878a63c5da2,-1
0xa5e3b79ebb74c75d6f415aa0b5892c83a3628fa7,-1
0xa5fd942d4badbab4fe84a9e10f565dd40d5f15ff,-1
0xa67bc60919b724fbdcd7888e2ad6db2366b1f127,19
0xa6bde2bb456610730be4279cb14d75635543f781,11
0xa6f030d4760afba9eb585c5fa00748e10fee1dc6,3
0xa702488d5ed9e785a20303a7471023e7210a9ecd,-1
0xa716706dcad2e4460a53b304d703b9a2c4450b22,11
0xa72dd12b9329e6efe095c030f361131604a79586,-1
0xa79209ea1068974df387b72a5034d07c0ae6aaa8,9
0xa7bb99a56c80276c95cbd231cc1f222c465755f9,9
0xa7c6a3c3e6239b68a40c998c958489d03e66707a,18
0xa853a60b728b8ccd5e228b7e6045b826cd6eeb0c,21
0xa8755db6f260442a95d90c3eaa4b5243fc304697,-1
0xa880d6cc607a05ea617307ab3b0d335e8d8424ee,-1
0xa88cd544cf98db0859ecd4bc9d5d997ac8185d6f,-1
0xa8ccdcf9a2256a23504133c8ec1b04bc12a516df,22
0xa900092b2562235081d9a775aa2a26cd1b19c425,-1
0xa93ad23df7787e595838f58eb30f1b2142c030fb,-1
0xa949c5d04f305efe3b65e41325de07668e1a9ee3,-1
0xa94aa4b150f708432d80d2db631832804734d705,11
0xaa3f51a8095d030e38317e917839c87315300bee,-1
0xaab4dfe6d735c4ac46217216fe883a39fbfe8284,21
0xaacb5380c72eb4780ba6f7247075aaf9da835883,-1
0xaae2f9fdd478427fb1ff1ec8789ed009347c5745,-1
0xab0c6b87921cfa8482fe27b76c7ed27fa243c27c,21
0xab21291b630b03e1e79bc087ae03d1855c8d86ba,11
0xab35235955acb89131d4a5015cdeecb0d24017da,7
0xab625f3216f1c209a1c069b29491c3009f258292,-1
0xab6521fb5dd9961da780d1f82e656771d1032231,-1
0xab7f9f687c035825ab5bb338a942b39ef6faf0c0,17
0xab8e601812673123093f4e27df23826bfbaea49b,-1
0xabcaea50f029aca1204a5ff64150279871dec56c,12
0xabd9bf5d961cd5dd2f40d0574334649661802e68,1
0xac7476e14f768e3e67c195e79c2490dd20c70127,13
0xaca01c9d52c6a2a439651d5be69cbfa0873628ad,-1
0xacec3accdb28be1e1e7fd2fd06e153e382fa6063,5
0xad4518b0dd47c6601ef2bd8e2c19dfb4baa5b8e1,23
0xad59dec129b6f5b3543b04492a603fc45b2e4fc5,1
0xad993eb8260e06da778a2b6adfd3830cf9129224,10
0xadcf1c25c9417072708271e8ece7c3675e2b2be8,23
0xaded86bf6e6fd72f78dca132af112fa36230809e,10
0xae68ba3561e49dde6818a8d78a4570b634759b24,15
0xae92278e1a194220dfbe209f4794c7513ca7f580,-1
0xaea8e3bd369217cc6e3e6abddf0da318fba8e59b,11
0xaeb9524147d59190fe3652d3215c3b3f50f391fe,5
0xaf68caebaa151dd592112a07e2344b3950e13561,7
0xaf6cdefeb36c0059486c5d4fc127898b7d0a7db1,-1
0xaf8315cb34841fab2ee94c229e45dae7901cc217,-1
0xafce8249317d554902292b5590b08ddd8c0df713,11
0xafe7a09e5ae06f04a6a52813c869d01dba501520,-1
0xb002318e7800836974018ab0cdce6a69161588ca,-1
0xb054e71293e24acc83b50880d31ebbdbdebb9ab2,5
0xb05ed8d08af44a4decb46fb24a27302921be5917,22
0xb0767b217fb1530b064bb1f835c57c047c08ae72,5
0xb11259b152b5c32eed8d788a0566775b57328c0c,-1
0xb141e5281265988bc271244c29fe9b44c3f780e6,13
0xb1694de2324433778487999bd86b1acb3335ebc4,-1
0xb1c517a30cb7cea401a538f6ac8160e75bba65dd,-1
0xb1f431527a1c7ac13cf87075f1bd2e07af6b5892,12
0xb20b39a15a72e203c752dfdcccc3c6a4e37dd2ff,4
0xb235769014bd63de9ef56995b291c26ba13bf561,14
0xb294909b2b1da1fe6ccc963dc673bba9f41ccb99,-1
0xb2a7131040bd752a98861dc8b2089a5ccf767836,12
0xb2e3acb1dcc359eb89699dbf5d0cd43600cdb668,5
0xb3162a3c788399d9ec236c67a5af083dd78c8022,-1
0xb3754a0f3eb56fb6bf6eda48dc503b9979f4d883,10
0xb38a8227df6dd21223919dd94da17923809ea1a3,5
0xb3e343f5bcecced6325928a2c199b9a161f3e238,11
0xb3e475368ed0fa0ad23c04de0423d48a0758806f,0
0xb3f4dc6be3f023ae493622ae49ca4e0affa6d9d1,22
0xb3f876c9972339a1405346b1a8a27204f0bc154a,23
0xb4192ab96664248c260f9b7e3ef5d55b55b55384,-1
0xb49dd0f80e827d59027dae0da689adea7890c2ca,11
0xb4ab53a1392816ac685be2f60d6e807dea91d207,-1
0xb4d96c7387a45fa2cb170fa1436a86640ab00eb1,20
0xb51a9a44a8558c04ae821ea1088ab5857a4a7ca1,15
0xb537ef40717b400ee2c38a200d859a37ab577e9a,11
0xb58216005588bc45bd342a2525d52e05c69d13ac,17
0xb59688d2512fda5263f3d90397b3ccb5ee941417,-1
0xb6210eb2662589db1eb6796c81d3f017645414d3,5
0xb6f1d510a8e18a9ba14cec92791c026f8f3b9072,-1
0xb743650b4f77bc022e0f5cd7dd7b742d791c521c,20
0xb756c89e73c8711a881c009e10f79b1566f80cdb,-1
0xb763e8b9208a5a0bef08f200cfc76c0d03e7a5a1,11
0xb7789ab9f0d568e0aa5469e3cc8eff8682fc8673,-1
0xb786074078d2cd10146521b500cfd8a154c13b2d,21
0xb7a869db5c694f5fd833b158983f351a9738262f,9
0xb7ad15ad3457d8b4a3f9c5007bbf27c1f80092bd,-1
0xb7dbcb88405517f71f9d37db0a9bf2d86b0972c5,4
0xb847748c6119d1d91a6613d549d041242cbd1c24,21
0xb854f7f40f0f3e1801fb6d8828b6f6dd97ebf33b,-1
0xb89df51412ae506e83679267c12140ed340599e1,6
0xb8c104b71db6b86e581c0f65fd80672e3e653b20,-1
0xb8f43ee0513e53309b9d6d6a42dce8fdb694b04d,-1
0xb9022d736e1380a322bf9e8c1cca4b0c8eeaa09b,7
0xb9b59769a0a92cb7e0f335606460b32aba9df895,-1
0xba5f4f92f396e6de20d3dae5eefa65f4ecca806a,22
0xba6de73b64eca3ff95c4ab7e5328912c360bd003,11
0xba939edf38c0ae0cc689c98b492e0535f43e4550,9
0xbb160cb61e694570f9d570f9fcde7c61dd2143ad,-1
0xbb475febf78b528f4f0d4ae1a12541406565199c,9
0xbb610f103dbdbd7596857918b1f0aadcd4743877,-1
0xbb8809c3b90f2b7a8d2ad576005e596cb79a6330,3
0xbbf7d7a9d0eaeab4115f022a6863450296112422,18
0xbc433ba7c34752448c5361e5ed3038628a1753b0,2
0xbc5bf88fd012612ba92c5bd96e183955801b7fdc,-1
0xbc80d11005f958934735d61f5b71f05060cb1d9c,22
0xbc885692418ba89bab77a43e6e1d66736a4d0910,-1
0xbc96c07aabafbd813a21eb88cd4ce4a5b458c9ac,9
0xbcb75d7fabb14f28f43c109de116d28e15dd789f,-1
0xbcf128c44cbb52a14c395a4e5b66591902cf8bf7,-1
0xbcf828248672d3cdd7e8e375388f05c6be0ae47c,9
0xbd03ac5d302b76deb5820117ebfbb1600c718a47,-1
0xbde7d5dc6eeae1b0cac8d10edb030b2a274fa3dc,15
0xbe3a0ebf8601c8730d676416f1bcdcbb526eb1df,-1
0xbe524ebfc0092dbb782f7022c473aa76fdbae9a5,5
0xbe60643f8506bb02de678f9861ab9df0b6f83135,19
0xbe7a6bda55e5e872024d450af22c1aa08e60b9ba,-1
0xbebde2013546b3dd76283c58c5652ad0e3bdad52,3
0xbec16539d77067976b8c807148b2c36ed9731fde,-1
0xbf1935fe7ab6d0aa3ee8d3da47c2f80e215b2a1c,-1
0xbf20ca628a724247b290d10c6eb1cf7dad44edf4,-1
0xbff1def5f6c32475a57bbba43ad4f31acf67b1a4,5
0xc01edbb96640442257227f481e30f78eab45ff90,21
0xc06103cbd0ba469640d4139621977f65ca8e7041,11
0xc0ab956f36d36f6c1fe4f50450407a832ad911f3,19
0xc0c0bf18b2b5cb27dc25054be25f977e0c330393,-1
0xc103ccebeef6d0f4cdcfcf3702267570c122c2da,6
0xc1f8aa0d8832aaf9986673c2099d8fa0fab618db,11
0xc1fd39727cd10fe97ccac228888f025309560a93,-1
0xc29942b172a7f8b9d95f5bb221a077a5282a0215,1
0xc29d294b9c254d20ba7e20923f31a8fe91d4faeb,21
0xc2d25de009756d3e2ff8a69fd68a02dd7679a8a2,-1
0xc2d4ff17906940004b25884779c74aecda24fb83,9
0xc2f3a965e92aa4017d17f925f3df337127bb02ea,12
0xc324f6282a0190386505faa74de5d14cf2cd1b7f,2
0xc37d58a86110db1e8090a500404323eb7efe67de,3
0xc3fee428d420118633661b813f01e32ba165a9ff,-1
0xc436b9bd1ee5052be77e48a5662d5b095c3c5193,-1
0xc43bbd40a1bf61e27315682b8e0bad6243a50708,-1
0xc4ca8f910702555f0ad3f81edf17dc82b0f98bce,-1
0xc5981fd0eb8c61f65615ff75a1d093661566a0ef,17
0xc64538ad4cd1ef3488e01911cee90c08c243363f,-1
0xc646224852c03ce5eb15834fe8c4b550f1dc8240,-1
0xc6bc7557069f7ba9f38d69f63a891a78d16c0da2,-1
0xc706c87bcdc12747b8a7882dd047dc280b44d30e,5
0xc75d9370c9f769b05baae78204a89854db920c1f,-1
0xc8160b24922664d9b3cf7f0acbc149dc33917d15,-1
0xc81627434af14d5b35d808f40227d18d41c35c64,-1
0xc81dd6c8424a398f48883ab798f4af06f1fefaec,-1
0xc8c1ce90ae6e5afbe5a62362b3ba30664b0602da,1
0xc8eb3a7f5ffa882c6ee9f689ee57800f9eaf5f1c,-1
0xc9ac7d67d204257cb1063c710630c676e05fb378,4
0xc9de7feccfd93e89b52e4ea019b56ea1a3e56f5e,-1
0xca2460f2d3a1294d4b50b816fa515c82ea7a7ff2,-1
0xca9fde63b8c66a713a5c9531e5aca8ba5a7d50f0,-1
0xcafe0099a4422a3862ee3612bb909c74fb767777,19
0xcb15941180ed7cff8b3547117eca6b78cbdeaf9c,22
0xcb525be5530b95a1f3b2056f380ad3be61a648ea,-1
0xcc1159ebaed7316a43cf6c6e76d61a2f6fa65e26,-1
0xcc16e864b9a409b4baf544f09acf6d8f1b5d0e3c,14
0xcc9bd2bdff4a835c11861c9b6b1061ac51f661b5,-1
0xccade4cff1224e46961a68964da1ffdb991277b1,-1
0xccd7dc28a9d9a3774b973ab525b65ee6cf3dc0b2,20
0xccd93fefa25bd544be61388fc0c537e60cb0e9d2,-1
0xccf135ab352d561a15eb7be2a243cc4fcb7f0ab1,23
0xccf343eef0c5f2590ee30efc9f564b33aeb3c7e6,19
0xcd1c932a413868c3c84e73e195bf34c1ba4ffec5,11
0xcd353d93f3f9fc70f248dccdc944da768b55d6b2,11
0xcd646012715e42c750a45d3fefbeaba3d0dff33b,16
0xcd6cd380329759474d36c2fbc7b9a13177f38bd9,-1
0xcde682fc64f38967b71cfd00803d4ba3d60e49d1,7
0xce15923666fe8bfa84e9518b0f4a3512a55ac2de,5
0xce3459424d2b171851eb8627636b2b1b4ea1786b,-1
0xce41adb378d566bfd7a465354122332e0c9dc5bf,3
0xcf75d37154240a64efd59849e1d5e9b29743de71,-1
0xcf7cd8def28187571127c54162bb752200efa547,-1
0xcfd732f96b1c156511198e5e2172e0895a7ca74b,21
0xcfda9610dd28e9ff74240a1d4136e87a77e6da82,-1
0xd0254dd9c10498b256b6ec3bd8de37a9ba4329de,0
0xd08a4557671ca465e7bba41110a93148c90f9931,5
0xd09fa948296e54d1ab73a0497c16403a08a84732,-1
0xd11a880a60b889f9e88d260a3be04accd60c0efe,19
0xd26a77be873cdc25f0238634326f85986e6cbd1f,9
0xd28b8c38aecbb8a5565e9cb29236c509b772a999,-1
0xd2e1acc0839231a039fb35e646870f276131a46b,7
0xd2f03635901956b950737bbf02463dfad9f2e9e1,19
0xd36bd5ca74a91d1a416434d703fe20495f43ef44,8
0xd3efffb8c6c714ea0ce470cce196675ec86c68ce,6
0xd3f65b9a79950f51af28a229578352595229b76c,1
0xd487e26c62ed8c28ce3cc70b5791e501c2934982,0
0xd53e635128df41e1c0903349ebc117645b196794,-1
0xd598516dcc699ced64ee441b20f41cb2eff9c098,9
0xd5efacf049100c0f7f5629cb4dd024df5aa07040,11
0xd606825fadd40f72d6e0e3b7b6a7ae360d491acd,15
0xd62e26d9a1105897f85359128a515bdbb1aed748,11
0xd63c228ea09e4d999f5fb3ed7d3529756e3a724f,-1
0xd649f9651fbe32a961cf2746e2f9645d48617924,23
0xd6608f4027ee90db6dc45d0b4b8e2fb0a49c1f61,-1
0xd670ced0fbe4e126f8f066d3d2579fe532f0b2ca,22
