trader,num_return_days,avg_equity,max_net_deposit,is_kept,pos_day_ratio,avg_gain,avg_loss,payoff_ratio,mean_return,std_return,skew_return,kurtosis_excess,p1_return,p5_return,p95_return,p99_return,tail_avg_5pct,max_drawdown_synth,worst_5d_return,worst_10d_return,acf1_return,acf1_abs_return,ret_prev_equity_corr,mean_return_big_equity,mean_return_small_equity,num_active_days,active_day_ratio,max_gap_calendar_days,mean_return_z,std_return_z,max_drawdown_synth_z,tail_avg_5pct_z,p5_return_z,ret_prev_equity_corr_z,avg_equity_z,max_net_deposit_z,mean_return_big_equity_z,mean_return_small_equity_z,acf1_return_z,acf1_abs_return_z
0x0475e30017e5a4efe79cdc856740088f410fee99,86,3102.7325096207,1336.46,1,0.1860465116,0.109494738,-0.0457753014,2.3920047438,0.0150484046,0.0741433002,5.3259180759,36.5616148188,-0.087426876,-0.0530075086,0.1004634203,0.1753754297,-0.0718904179,0.1347272276,-0.0855284377,-0.0,0.0229349249,0.2320945232,-0.3036101071,0.0,0.0369760798,26,0.3023255814,8,0.5556078509233489,-0.3300179237414552,-1.1953876035424533,0.7148050101475525,0.4918777949814884,-1.1515240982283936,-0.1828720205149324,-0.15373274663127745,-0.2644381541475841,0.573574119049647,0.30602512115093017,0.20789143955466893
0x04a94b61531a1b3a3b5bbd01dab4522f297468be,172,88993.7139138902,39969.61,1,0.523255814,0.036702159,-0.0397988291,0.9221919312,0.0002307577,0.0524387394,-0.4371180771,2.381367845,-0.1660125804,-0.0860124322,0.0756419048,0.1323891706,-0.1295311957,0.5991366892,-0.3612850405,-0.3750083171,0.0469062183,0.1782321412,-0.0576537849,-0.0061045237,0.0067151046,172,1.0,7,-0.7717747293247312,-0.5920056934208245,0.29622299079369785,0.3908508761595582,0.22587056629619975,0.2939984430469147,-0.15430214216904922,-0.14575674883474388,-0.7017768757616699,-0.23661605572525787,0.47285292582480637,-0.11078929793143685
0x04c6436109ade28b6eb0e01f8bc30869eacb1c83,178,21863.4233406648,13857.65,1,0.5224719101,0.0612107227,-0.0579667379,1.055962866,0.0043001376,0.0819162353,0.337101123,1.2582402723,-0.1838227548,-0.1256658422,0.1694104652,0.213711616,-0.169377624,0.6548950031,-0.3780362606,-0.4943296656,-0.0645587623,0.0900338377,-0.1348763371,-0.0110418907,0.0199908483,178,1.0,1,-0.40723479743637764,-0.23619368332137322,0.47530997892055815,0.16690498810734644,-0.0937209537405716,-0.1598501870734341,-0.17663166039836942,-0.15114768732728648,-1.0554984563527277,0.11882117118109253,-0.3028856920803172,-0.6326210357926287
0x04c8e82bbd0a33d3179e767c262223f50e74f7d2,173,17724.5986073333,12255.19,1,0.4566473988,0.016241327,-0.0136697622,1.1881206746,0.0009372505,0.0228763921,-0.6503133712,11.510432146,-0.0533635996,-0.0269000033,0.032019076,0.0734272373,-0.0515067942,0.2472438924,-0.2229382854,-0.2181658611,0.0154505713,0.2274839458,-0.1249814978,-0.0021426119,0.0040529253,160,0.9248554913,6,-0.7084862569971384,-0.9488419135582037,-0.8340016647701639,0.8293655593855028,0.7022944351442151,-0.10169671851239383,-0.17800835579983024,-0.15147852282553173,-0.4179386064860896,-0.30789173332963105,0.25393789082688667,0.18061261987549518
0x05245ef7f5e5fa2db758ab31292ce73487043971,145,122119.9416101164,40440.46,1,0.1862068966,0.0164034572,-0.0141794909,1.1568438789,0.0007074866,0.0119583712,-0.0723738161,4.2844563198,-0.0412233779,-0.0168941615,0.0236768147,0.0359451595,-0.0329267628,0.0746952096,-0.0529712823,-0.0606172668,-0.0822826021,0.3592491063,-0.0609049678,-0.0003779641,0.0019030556,50,0.3448275862,24,-0.729068782717188,-1.0806293277916095,-1.3882010611745979,0.9337895142901631,0.7829377440074242,0.27489074894203497,-0.14328338001421181,-0.145659539609959,-0.2915161612835083,-0.3654511244753028,-0.4262344507345112,0.9602108656997346
0x052ad64f9ceb6d6138467068c3e2f57e9f9d91c7,95,3254.6429268958,2992.58,1,0.2105263158,0.0228280319,-0.0058012576,3.935014331,0.0038899134,0.0199633254,4.5255270437,22.4504922622,-0.02660733,-0.0061916321,0.0238718536,0.0945941716,-0.0174159296,0.0539104245,-0.0505767285,-0.0454430526,0.3837728107,0.4500208901,-0.5614601831,-0.000705993,0.0235501796,35,0.3684210526,42,-0.44398317325819614,-0.9840044701606042,-1.4549585418455302,1.0209638850832345,0.869196092007867,-2.6669480311999822,-0.18282149062145509,-0.1533908327704922,-0.3150167236252476,0.21411668723666197,2.817270189436519,1.4972687886915796
0x054a01da80ee37d5220af5471b1eedbdcd2cdb2f,172,629411.2940956763,415853.88,1,0.523255814,0.0356482367,-0.0193156251,1.8455647437,0.0094445351,0.0566803971,3.1723439409,15.8265276485,-0.1220076806,-0.0552370504,0.0714316808,0.2648052057,-0.0818809858,0.2574761972,-0.1729519011,-0.1836172272,-0.1377679907,0.230616576,-0.1212752602,0.004807593,0.0141905818,172,1.0,7,0.05360650033889682,-0.5408062035621621,-0.8011371012628372,0.6586557717850411,0.4739085294669332,-0.07991459904418326,0.025456713409735914,-0.06815365125477377,0.07998619081168384,-0.036471872031078156,-0.8123840596502706,0.19914705644028063
0x05a64fc3398b49b1dcbb45109ff6debf2ea3dc24,30,10206.552408,9835.31,1,0.5666666667,0.0484714305,-0.0114333585,4.2394743696,0.0255615842,0.0547177509,2.3736798109,5.0172941847,-0.0195447064,-0.0140876738,0.077602461,0.1925070228,-0.0195447064,0.0195447064,0.0,0.0037368872,-0.0764301308,-0.059238944,-0.5634889876,0.0070826664,0.0466803474,22,0.7333333333,1,1.4973910880485013,-0.5644965839087522,-1.5653358563458117,1.0089996807296677,0.805556975745817,-2.678871622390316,-0.18050908011106748,-0.1519781185754997,0.24297641596785965,0.8333906719182554,-0.38550427724725717,-1.5158044077934896
0x05c1a240d17b2459b9bfe2ae4c7dd53db5031ddd,168,7271.5710172367,7007.85,1,0.5773809524,0.0592062451,-0.0488494355,1.2120149301,0.0170291017,0.0934089955,1.8665278919,17.4328699718,-0.2087393262,-0.0798748594,0.1372217624,0.1839930544,-0.1716631962,0.4529363156,-0.4417509424,-0.3859342375,-0.1185633297,0.1540572684,-0.1891515124,0.0087114702,0.025547158,156,0.9285714286,6,0.7330410726103826,-0.09746880240796528,-0.17334975521872611,0.15405955834428667,0.2753370868423103,-0.4788336091138001,-0.18148534164528915,-0.15256186115744777,0.3596667601550998,0.26758265349269034,-0.6787295512900329,-0.2538217076851829
0x05f761aacd63e4e96bf98f0fe5614de5ba90856c,172,10741.9784274162,6235.91,1,0.3895348837,0.0863339109,-0.0579031533,1.4910053425,0.0107381256,0.1125561011,4.0239420997,31.7810091117,-0.1437520427,-0.1133951809,0.1758581099,0.3296982605,-0.1581440984,0.5637712489,-0.4826750992,-0.7127028194,0.030383973,0.095932988,-0.1622970275,-0.0067200368,0.0286070684,135,0.7848837209,6,0.16948788874439355,0.1336488662784873,0.18263472486323756,0.23003992827083553,0.005175945585952436,-0.32100573581472786,-0.18033098159609134,-0.15272123184658534,-0.7458733074440831,0.3495069578281154,0.35786664345414926,-0.5977182799481995
0x064f5692b711fe69cc10ef3848ba659b8b6dcefa,166,5723.9055126228,5820.34,1,0.234939759,0.0814441666,-0.0952080781,0.8554333647,0.0042223643,0.0800583449,-1.0715321177,12.8119236736,-0.3078511866,-0.0770235427,0.1236718311,0.2037115895,-0.2224998906,0.6039620677,-0.4187074935,-0.4257547782,-0.0996797762,0.155751705,-0.025593487,0.00249866,0.0059881101,65,0.3915662651,10,-0.41420182292464247,-0.2586195949392076,0.3117213522342349,-0.13165409677513332,0.29831762340295487,0.48242166746302373,-0.1820001409229784,-0.15280702825211548,-0.08542979512552784,-0.25608019384779246,-0.5473097850605355,-0.24379644914181872
0x067c14b41eacc18eea90099006f47dacf0a69746,178,43121.2981401564,12469.49,1,0.4887640449,0.1102284924,-0.0789551566,1.396089845,0.0135110089,0.1640713277,1.7152752097,8.9018915914,-0.4747727025,-0.2238935125,0.3119630494,0.4545647238,-0.3191151249,0.8394205643,-1.1030803845,-1.146990115,0.033429964,0.1816147422,-0.1397693784,-0.0034086159,0.0308151707,171,0.9606741573,1,0.41788610030393675,0.7554702173680391,1.0679772365243896,-0.6746534412028496,-0.8853989068055876,-0.18860733155858225,-0.16956066310640808,-0.1514342795699909,-0.508637340429627,0.4086254355550945,0.379065165499121,-0.0907758907764907
0x06cecfbac34101ae41c88ebc2450f8602b3d164b,147,3116056.044661061,3830986.04,1,0.5510204082,0.1659519355,-0.1717067165,0.9664848232,0.0143500918,0.238865797,-0.0718258607,3.2910809977,-0.6436921655,-0.340791239,0.3762141515,0.5269008072,-0.5321070441,1.0,-1.2335027845,-1.2370836708,-0.0210226678,0.020185351,0.091748784,0.0346373274,-0.0062150512,147,1.0,13,0.4930521528061086,1.6582867441258193,1.5837332822721035,-1.8717159265546148,-1.8275504670617622,1.1720599587569074,0.8525882335247295,0.6369166467413996,2.217040373856909,-0.5828007083424263,0.0001030097937928424,-1.0458847353788157
0x0725b9c2ade8ef81a6ff835abb73c9e0c95c8b11,172,13110.7976016879,15274.43,1,0.0290697674,0.0632868282,-0.0016205752,39.0520783446,0.0003416435,0.0141905386,7.3833964146,57.1291362572,-0.0098082196,-0.0066426947,0.0,0.075485409,-0.0103734481,0.163621654,-0.0517090198,-0.0831706864,0.0062446156,-0.0032473658,0.0036080727,-0.0007208201,0.0014291063,164,0.9534883721,7,-0.7618414463743275,-1.0536856561796506,-1.1025832227121852,1.0605442148868163,0.8655606976756838,0.6540436546889599,-0.1795430423441948,-0.1508551863492877,-0.31607896292153276,-0.37814037403397016,0.1898692002590278,-1.1845261246721273
0x0748e296e5a350ec36c8487a1cea406e1b57d4b2,178,2360249.3246371676,1682088.12,1,0.4550561798,0.0800419123,-0.0512011703,1.5632828666,0.0085218055,0.111372106,2.3224296166,15.9838476326,-0.3387273128,-0.1160942613,0.1519988452,0.3389799353,-0.217078209,0.7000503902,-0.6079159864,-0.8095635794,-0.0663512199,0.0555174916,-0.0853679467,0.0030658487,0.0141017612,178,1.0,1,-0.029052723867564648,0.11935729694342374,0.6203420236115916,-0.10118302690892057,-0.016577623848238885,0.1311181184587343,0.6011845856557082,0.19326643766200716,-0.04479540771673539,-0.03884990436354613,-0.3153602699593316,-0.8368395315597426
0x075c707b6c1b95405cc5f00273ab1a2a946bb384,178,76200.2246185028,45245.46,1,0.4606741573,0.1145208839,-0.072572191,1.5780270963,0.0136167536,0.1417468339,1.7485633903,7.2932554917,-0.3245788235,-0.1869496624,0.2417223516,0.4642527252,-0.2355333147,0.7361270578,-0.8130434519,-0.9282505461,-0.0254179061,0.0631190568,-0.0865442392,0.0106543027,0.0166465329,178,1.0,1,0.42735883735056995,0.48599946447987624,0.7362146404508513,-0.20490487128521903,-0.5876454170182116,0.12420486935550358,-0.15855763473430717,-0.14466752447755735,0.49885466794556316,0.029282368795490465,-0.03048557566015434,-0.7918643129742607
0x0762a621091357d600af930ad21ca493ab5b0282,172,199510.2645222775,211435.03,1,0.476744186,0.1003135381,-0.0771254061,1.30065491,0.0074675789,0.117456428,0.3164766398,0.3324665734,-0.2842445375,-0.1660611809,0.2295614322,0.2988516974,-0.2297224691,0.5673555901,-0.4922897719,-0.5850307805,-0.0517622931,-0.0164519517,-0.0446256312,0.0022888337,0.012768177,172,1.0,6,-0.12349160703963977,0.1927989097675414,0.19414706849468705,-0.1722466122204715,-0.4192921391073086,0.3705668746940411,-0.11754107186264663,-0.11035689632202618,-0.1004621171071779,-0.07455453083160031,-0.2138288844817387,-1.262652026582864
0x077a25d1f579574fe168bbaa924e40c9bfa57ccc,83,84336.9084806071,150000.0,1,0.5301204819,0.2713619031,-0.2310091146,1.1746805033,0.0353080514,0.3489517108,-0.0738811385,0.7926992427,-1.0,-0.564587277,0.5920576498,0.8308229979,-0.7558620246,1.0,-1.0958424623,-1.5156717647,-0.0107557241,0.2467421601,0.080909806,0.0614518184,0.0085266315,83,1.0,1,2.3704913088561166,2.9870933159490702,1.5837332822721035,-3.1292692369018265,-3.6312620762935297,1.1083576441213572,-0.155851133256753,-0.12304045083181822,4.138077262397846,-0.18811526267347142,0.0715556281235691,0.2945552586505398
0x085db44e424331c3036e3ebaf7c7e8800b2cf1ac,58,76374.2719877966,81955.39,1,0.6206896552,0.1749822108,-0.2414403101,0.7247431499,0.0170288408,0.2628951218,-0.5853201955,1.1645542498,-0.8705495549,-0.4299668801,0.4027374177,0.5124647606,-0.700974684,0.9498647151,-1.3424630818,-1.1354958557,-0.05542382,-0.0221696045,-0.173717009,-0.0062146828,0.0419326161,58,1.0,1,0.7330177008754828,1.9483358849153058,1.4227065843033357,-2.8207900391943816,-2.5462724808659365,-0.38812269597879157,-0.15849974143647952,-0.13708858460879433,-0.7096688657572461,0.7062776087631959,-0.23931121804999508,-1.2964809391436471
0x08604bf8baafac4925cf40485c5d1eae07c0102c,178,13440.0528180559,38842.56,1,0.5224719101,0.0798779976,-0.0564199802,1.415775001,0.0147918846,0.1847944881,0.5861177966,20.2873505306,-1.0,-0.0956010738,0.1246692472,0.8544560119,-0.3856759007,1.0,-1.00426649,-0.9352673604,-0.0103870171,0.0750389458,-0.027863588,0.0041245446,0.025701664,178,1.0,1,0.5326284816764518,1.0056118638142473,1.5837332822721035,-1.0487399699564235,0.14858973360030245,0.4690799402119419,-0.17943352233030532,-0.14598943367448858,0.031051412483843716,0.271719309443678,0.07412163815696558,-0.7213394145902176
0x087a728decac54ab20f622d098db374b59f99347,46,3856.455608383,3450.0,1,0.5434782609,0.0100366588,-0.0041848275,2.398344701,0.0035442412,0.0248409236,6.0389597425,36.3140705797,-0.0122696475,-0.0093257197,0.0074823387,0.0157105717,-0.011829425,0.021349346,-0.0213403517,-0.0164038486,0.2378642664,0.2366808708,-0.9195646801,-0.0011758302,0.0086934099,46,1.0,1,-0.47494890350218183,-0.9251287764487965,-1.5595396360512368,1.0523612972762557,0.843936528706441,-4.7715823740595615,-0.1826213099410624,-0.15329639623316374,-0.3486766798335823,-0.18365003245033307,1.8018221815818394,0.23502690184327746
0x08bcb856963cb4f0c3f099c64a57c928a9c88888,178,1680.5875042682,1664.14,1,0.4662921348,0.0344938433,-0.0296755257,1.162366714,0.0010797285,0.049110029,1.2809840279,7.3532491805,-0.1185726193,-0.0675626902,0.074174147,0.1651149049,-0.1049632575,0.3836473631,-0.2919406035,-0.2332401901,0.0544244638,0.3092493173,-0.0752488944,-0.0036941475,0.0059621018,173,0.9719101124,1,-0.6957229068819062,-0.6321853322368527,-0.39589503942413795,0.5289282138920057,0.37456852417841635,0.1905893207647255,-0.1833450679656524,-0.15366509553479765,-0.5290933221017802,-0.2567765253104546,0.525176026244755,0.6643834432758677
0x08ca4981130794fb8e9700186fa7ec689bf2d1c2,172,29513.0615509711,1208.0,1,0.5930232558,0.0547569878,-0.0704502825,0.7772429843,0.0038005406,0.1260458887,-0.5886974214,21.4148481045,-0.3343226044,-0.1892151038,0.1345095122,0.253588554,-0.3220086875,0.9482765761,-1.3111202945,-1.2986307096,-0.060634313,0.1278274764,0.0308023371,0.0007661517,0.0069063269,172,1.0,6,-0.4519892958678526,0.2964791303570128,1.4176057300926634,-0.6909159137440001,-0.6059040197608316,0.8138684635492731,-0.17408716469596489,-0.15375926781003046,-0.20954971051021098,-0.23149637839715045,-0.2755735545853529,-0.4090121977505342
0x094646895a32af6226297280cb58b5401e9f7a04,61,36685.4362395645,19437.11,1,0.5081967213,0.0274618881,-0.0137537987,1.9966765949,0.0071918782,0.0448162618,4.0453948575,20.1145185423,-0.0521028133,-0.0277060181,0.0509235791,0.1550809965,-0.0444136313,0.10583994,-0.1035565332,-0.0774090821,0.1622908678,0.1727141165,-0.3982803757,-0.0041025111,0.0188627471,61,1.0,21,-0.1481892063961342,-0.6840138167022205,-1.2881690556630563,0.869230730054752,0.6957982600333197,-1.7079155990681634,-0.17170142094319857,-0.14999578123974647,-0.5583492024217674,0.08861802992899637,1.275870412113205,-0.14343709618259015
0x0971508fd715704b3abf6a7f11c45c1ddabaf73f,144,13030.0217344276,4701.91,1,0.4791666667,0.0243177001,-0.0219473179,1.1080032703,0.0002213365,0.0357692357,-0.453145362,3.9305849129,-0.1135762065,-0.0571336756,0.0528726438,0.0936739528,-0.0904463679,0.3329415421,-0.216701754,-0.2210455992,0.0054511127,0.1087582419,-0.0318510209,1.82138e-05,0.000430181,144,1.0,13,-0.7726186917196667,-0.7932171409256733,-0.5587542101601042,0.6105163981265238,0.45862244611097347,0.44564519339504227,-0.17956991078443363,-0.15303793345180994,-0.2631332857583051,-0.4048850330558669,0.18434683045609698,-0.521836723664659
0x0982bc8d7e82733f0fd06b75db25bd88a1535afd,75,21875.3873278158,28344.61,1,0.2933333333,0.1898004493,-0.2923944854,0.649124586,0.0010944945,0.2736125675,-0.7753754541,8.5598186334,-1.0,-0.3670720381,0.2324751307,0.9270611731,-1.0,1.0,-2.440010865,-2.1500799169,-0.0198829981,0.7926105506,0.0118598389,0.0,0.0022801969,36,0.48,1,-0.6944001508929007,2.077702229688463,1.5837332822721035,-4.5013795624895785,-2.039363789854178,0.7025405338939363,-0.17662768082272776,-0.1481567854453931,-0.2644381541475841,-0.35535375736329267,0.008034521495382333,3.5242256667452567
0x0a183be6a9e3652c1a6c8fdd82a82c0fae6b4c5a,148,49195.6039366443,44620.09,1,0.4189189189,0.0571166217,-0.0448820363,1.2725942589,0.0030025003,0.0729497659,2.078161664,11.9974363794,-0.147085376,-0.1095821636,0.1021973732,0.1799901562,-0.1384926267,0.6358714036,-0.3500871891,-0.4593495274,-0.0349885951,0.182120968,0.0545532705,-0.0008654792,0.0075530644,131,0.8851351351,9,-0.5234787030392404,-0.3444246372508493,0.4142091510889146,0.3404856186161707,0.03590742605215965,0.9534562948314105,-0.16754016951320383,-0.14479663509219834,-0.32644259307073575,-0.2141809956411286,-0.09709262136451406,-0.08778076866550631
0x0a422c8e4f3ec7a1edacea711eabd8185fd2d457,50,17509.1511536863,12304.69,1,0.54,0.0203204322,-0.0073201217,2.7759691645,0.0076057774,0.030746004,3.2882608066,11.6008038363,-0.0302938923,-0.0208934781,0.0377545838,0.1379655484,-0.0258048927,0.0706991984,-0.0542462062,-0.0726010569,0.5579707892,0.6428974371,-0.524226078,-0.0015969901,0.0175754421,50,1.0,6,-0.11111161966685286,-0.8538507230466121,-1.401035624493938,0.9738160258793335,0.7507047614895955,-2.4481175585988435,-0.17808001998901504,-0.15146830331480252,-0.37884930939698563,0.05415245649504411,4.029598028692038,2.6384370393221133
