date,daily_return,equity_twr
2025-12-19,0.1607489688,1.1607489688
2025-12-20,-0.0001305748,1.1605974042
2025-12-21,-0.0021618322,1.1580883874
2025-12-22,-0.0074377298,1.1494748389
2025-12-23,0.0,1.1494748389
2025-12-24,0.0,1.1494748389
2025-12-25,0.0,1.1494748389
2025-12-26,0.0,1.1494748389
2025-12-27,0.0,1.1494748389
2025-12-28,0.0,1.1494748389
2025-12-29,0.0,1.1494748389
2025-12-30,0.0,1.1494748389
2025-12-31,0.0,1.1494748389
2026-01-01,0.0,1.1494748389
2026-01-02,0.0,1.1494748389
2026-01-03,0.0,1.1494748389
2026-01-04,0.0,1.1494748389
