date,daily_return,equity_twr
2025-07-27,0.1361126623,1.1361126623
2025-07-28,0.0,1.1361126623
2025-07-29,0.0,1.1361126623
2025-07-30,0.0,1.1361126623
2025-07-31,0.0,1.1361126623
2025-08-01,0.0,1.1361126623
2025-08-02,0.0,1.1361126623
2025-08-03,0.0,1.1361126623
2025-08-04,0.0,1.1361126623
2025-08-05,0.0,1.1361126623
2025-08-06,0.0,1.1361126623
2025-08-07,0.0,1.1361126623
2025-08-08,0.0,1.1361126623
2025-08-09,0.0,1.1361126623
2025-08-10,0.0,1.1361126623
2025-11-21,0.0,1.1361126623
2025-11-22,0.0,1.1361126623
