date,daily_return,equity_twr
2025-07-11,0.0192432513,1.0192432513
2025-07-12,0.0721637388,1.0927956551
2025-07-13,-0.0411239334,1.0478555993
2025-07-14,-0.0416474387,1.0042150975
2025-07-15,-0.0293002643,0.9747913297
2025-07-16,0.0541581199,1.0275841954
2025-07-17,-0.0054724877,1.0219607536
2025-07-18,0.0586612606,1.0819102596
2025-07-19,-0.0079477971,1.0733114564
2025-07-20,-0.0176426793,1.0543753666
2025-07-21,-0.0199914963,1.0332968254
2025-07-22,-0.0269810802,1.0054173608
2025-07-23,-0.234076256,0.7700730293
2025-07-24,-0.0379181326,0.7408732981
2025-07-25,-0.032737865,0.7166186881
2025-07-26,0.0,0.7166186881
2025-07-27,0.0,0.7166186881
2025-07-28,0.0,0.7166186881
2025-07-29,-0.0064323155,0.7120091706
2025-07-30,-0.0162431596,0.700443892
2025-07-31,0.0165773962,0.7120554279
2025-08-01,0.0,0.7120554279
2025-08-02,0.0,0.7120554279
2025-08-03,0.0,0.7120554279
2025-08-04,0.0196847313,0.7260720476
2025-08-05,-0.0037677252,0.7233364077
2025-08-06,0.0,0.7233364077
2025-08-07,0.0,0.7233364077
2025-08-08,-0.0075409875,0.7178817369
2025-08-09,0.0,0.7178817369
2025-08-10,-0.0044511298,0.7146863521
2025-08-11,-0.0230966282,0.6981795071
2025-08-12,0.0980747036,0.7666532554
2025-08-13,-0.0512498958,0.7273623559
2025-08-14,-0.007390556,0.7219867437
2025-08-15,0.0,0.7219867437
2025-08-16,-0.005341167,0.7181304919
2025-08-17,0.0,0.7181304919
2025-08-18,0.0,0.7181304919
2025-08-19,0.0,0.7181304919
2025-08-20,0.0,0.7181304919
2025-08-21,1.0,1.4362609838
2025-08-22,0.03135482,1.4812946885
2025-08-23,-0.2836383908,1.0611426467
2025-08-24,-0.0095604374,1.0509976589
2025-08-25,-0.3645126419,0.6678957256
2025-08-26,0.0068818056,0.6724920542
2025-08-27,-0.0076177735,0.667369162
2025-08-28,-0.0024748918,0.6657174955
2025-08-29,0.0,0.6657174955
2025-08-30,-0.0184406732,0.6534412168
2025-08-31,-0.0111341597,0.6461656979
2025-09-01,0.0,0.6461656979
2025-09-02,-0.0033187751,0.6440212193
2025-09-03,-0.0020472047,0.642702776
2025-09-04,0.0,0.642702776
2025-09-05,0.0,0.642702776
2025-09-06,0.0,0.642702776
2025-09-07,0.0254683943,0.6590713837
2025-09-08,-0.608403142,0.2580902831
2025-09-09,-0.3647682187,0.1639471502
2025-09-10,0.0011271753,0.1641319474
2025-09-11,-0.0025773101,0.1637089285
2025-09-12,-0.0351756457,0.1579503612
2025-09-13,1.0,0.3159007225
2025-09-14,-0.0057165389,0.3140948637
2025-09-15,0.0,0.3140948637
2025-09-16,-0.0043610352,0.3127250849
2025-09-17,-0.4863554313,0.1606295414
2025-09-18,0.4528867963,0.2333765398
