date,daily_return,equity_twr
2025-07-11,-0.0016449141,0.9983550859
2025-07-12,-0.4234276647,0.5756239233
2025-07-13,0.0186584169,0.5863641545
2025-07-14,-0.0008643631,0.5858573229
2025-07-15,0.003702955,0.5880267262
2025-07-16,0.068890998,0.6285364743
2025-07-17,0.0079560063,0.6335371144
2025-07-18,-0.0011307482,0.6328207435
2025-07-19,0.0025434207,0.6344302728
2025-07-20,0.014371933,0.6435482622
2025-07-21,-0.003750877,0.6411343918
2025-07-22,-0.0042949241,0.6383807683
2025-07-23,-0.0058357781,0.6346553198
2025-07-24,0.0,0.6346553198
2025-07-25,0.0097573121,0.6408478498
2025-07-26,-0.0014685317,0.6399067444
2025-07-27,0.0059590423,0.6437199758
2025-07-28,0.0355954769,0.6666334953
2025-07-29,0.0110731972,0.6740152595
2025-07-30,0.0056616329,0.6778312864
2025-07-31,0.2930108663,0.8764432189
2025-08-01,-0.0232065613,0.8561039856
2025-08-02,0.0005316484,0.8565591319
2025-08-03,0.0012242437,0.857607769
2025-08-04,0.0151474916,0.8705983755
2025-08-05,-0.0108831589,0.861123515
2025-08-06,0.0,0.861123515
2025-08-07,0.0,0.861123515
2025-08-08,0.016353821,0.8752061749
2025-08-09,0.0424325804,0.9123434313
2025-08-10,-0.0108932568,0.90240504
2025-08-11,-0.0021173055,0.9004943728
2025-08-12,0.0239728897,0.9220818251
2025-08-13,0.0038371832,0.925620022
2025-08-14,-0.0142014752,0.9124748522
2025-08-15,-0.0104032125,0.9029821824
2025-08-16,0.0107494734,0.9126887654
2025-08-17,0.0154285135,0.9267701963
2025-08-18,-0.0235323547,0.9049611113
2025-08-19,-0.0071822295,0.8984614729
2025-08-20,0.0021680098,0.9004093462
2025-08-21,-0.0106171182,0.8908495937
2025-08-22,0.0396744035,0.92619352
2025-08-23,-0.006406848,0.9202595389
2025-08-24,-0.0105327087,0.9105667132
2025-08-25,-0.0608937546,0.8551188872
2025-08-26,0.0422042129,0.8912085068
2025-08-27,0.0079920311,0.8983310729
2025-08-28,5.10804e-05,0.89837696
2025-08-29,-0.1000598927,0.8084854578
2025-08-30,-0.0043148533,0.8049969617
2025-08-31,0.0025357582,0.8070382393
2025-09-01,-0.020223549,0.7907170619
2025-09-02,0.009490301,0.7982212048
2025-09-03,0.0024069756,0.8001425038
2025-09-04,0.0028359729,0.8024116863
2025-09-05,-0.0129145947,0.7920488646
2025-09-06,0.0003300075,0.7923102466
2025-09-07,0.0084459702,0.7990020754
2025-09-08,0.0164164062,0.812118818
2025-09-09,0.0043189426,0.8156263125
2025-09-10,0.0045682492,0.8193522968
2025-09-11,0.017114232,0.8333748821
2025-09-12,0.0730036688,0.894214306
2025-09-13,-0.008242192,0.88684402
2025-09-14,9.83245e-05,0.8869312185
2025-09-15,0.000277155,0.8871770359
2025-09-16,0.0029384838,0.8897839912
2025-09-17,0.0094556177,0.8981974485
2025-09-18,0.0116069078,0.9086227435
2025-09-19,-0.0300356681,0.8813316523
2025-09-20,0.0027196914,0.8837286024
2025-09-21,-0.0095285621,0.8753079396
2025-09-22,-0.0004593148,0.8749058977
2025-09-23,-0.0041489477,0.8712759589
2025-09-24,-0.0010884556,0.8703276137
2025-09-25,-0.058796585,0.8191553221
2025-09-26,0.038504181,0.8506962269
2025-09-27,-0.0003062983,0.8504356601
2025-09-28,0.0268019272,0.8732289748
2025-09-29,0.054428259,0.9207573076
2025-09-30,-0.0017589259,0.9191377637
2025-10-01,-1.7598e-06,0.9191361462
2025-10-02,0.0,0.9191361462
2025-10-03,0.0,0.9191361462
2025-10-04,0.0,0.9191361462
2025-10-05,0.0,0.9191361462
2025-10-06,0.0067318833,0.9253236635
2025-10-07,-0.0154159519,0.9110589184
2025-10-08,0.0061091989,0.9166247585
2025-10-09,-0.0192577838,0.8989725971
2025-10-10,-0.1716944905,0.7446239551
2025-10-11,-0.0651276449,0.6961283505
2025-10-12,0.2108735384,0.842923399
2025-10-13,0.0302049341,0.8683838447
2025-10-14,0.0034277353,0.8713604347
2025-10-15,-0.0109674888,0.8618037989
2025-10-16,-0.0054271109,0.8571266941
2025-10-17,-0.0080821164,0.8501992964
2025-10-18,0.0007258515,0.8508164148
2025-10-19,0.0340345898,0.8797736025
2025-10-20,-0.000662633,0.8791906355
2025-10-21,0.0376562459,0.9122976542
2025-10-22,-0.0106949863,0.9025406433
2025-10-23,0.0231997947,0.9234794009
2025-10-24,0.0278263696,0.9491764801
2025-10-25,-0.0095133651,0.9401466177
2025-10-26,0.0329176003,0.9710939882
2025-10-27,-0.0032868869,0.9679021121
2025-10-28,-0.0019647366,0.9660004394
2025-10-29,-0.0003735802,0.9656395608
2025-10-30,-0.0920647657,0.8767381809
2025-10-31,0.003606518,0.8799001529
2025-11-01,-0.0284960359,0.8548264866
2025-11-02,-0.0395694021,0.8210015136
2025-11-03,-0.0625148981,0.7696766876
2025-11-04,-0.0558758914,0.7266703166
2025-11-05,0.0297891967,0.7483172416
2025-11-06,-0.0530961034,0.708584512
2025-11-07,0.0772054143,0.7632910728
2025-11-08,-0.0438361967,0.7298312952
2025-11-09,0.0160941851,0.7415773351
2025-11-10,0.0329454281,0.7660089179
2025-11-11,-0.0579127948,0.7216472006
2025-11-12,-0.007308729,0.7163728768
2025-11-13,-0.0303865463,0.6946047792
2025-11-14,-0.024370828,0.6776766856
2025-11-15,-0.0125448074,0.6691753621
2025-11-16,-0.037649007,0.6439815742
2025-11-17,0.006973118,0.6484721337
2025-11-18,0.0409138602,0.675003632
2025-11-19,-0.0338040688,0.6521857628
2025-11-20,-0.0134708217,0.6434002846
2025-11-22,-0.0488062656,0.6119983194
2025-11-28,0.1030242293,0.6750489746
2025-11-29,0.0076774415,0.6802316237
2025-11-30,-0.0340412907,0.6570756612
2025-12-01,-0.0571770107,0.6195060391
2025-12-02,0.0467822192,0.6484879064
2025-12-03,0.0582719738,0.6862765767
2025-12-04,-0.0132393619,0.6771907127
2025-12-05,-0.0475695762,0.6449770375
2025-12-06,-0.0005643059,0.6446130732
2025-12-07,0.0063726109,0.6487209415
2025-12-08,0.0298656656,0.6680954242
2025-12-09,0.0075696123,0.6731526475
2025-12-10,-0.0441676576,0.6434210719
2025-12-11,0.0095090634,0.6495394036
2025-12-12,-0.0389111173,0.6242650997
2025-12-13,-0.0042332175,0.6216224498
2025-12-14,-0.0260609654,0.6054223686
2025-12-15,-0.0434280497,0.5791300559
2025-12-16,0.0009604335,0.5796862718
2025-12-17,-0.0373456424,0.5580375156
2025-12-18,-0.0185202015,0.5477025484
2025-12-19,0.0337530668,0.5661891891
2025-12-20,0.0079005499,0.570662395
2025-12-21,-0.0038984849,0.5684376763
2025-12-22,-0.0100993375,0.5626968323
2025-12-23,-0.0155275174,0.5539595475
2025-12-24,-0.0013446807,0.5532146488
2025-12-25,0.0166517965,0.5624266665
2025-12-26,0.0055766409,0.5655631181
2025-12-27,0.0169621809,0.575156302
2025-12-28,-0.0174643114,0.5651115932
2025-12-29,0.0041983585,0.5674841343
2025-12-30,-0.0385001981,0.5456358827
2025-12-31,0.037445791,0.5660676499
2026-01-01,0.0060794678,0.56950904
2026-01-02,0.0130194766,0.5769237496
2026-01-03,-0.0017378296,0.5759211544
2026-01-04,0.011295899,0.5824267016
